# A  Zitrin 1/2016
# what you asked for: a file where each line contains the TD of the
# three images (wrt image 1), these are the first two columns, the
# magnification of the three images, respectively (these are the three
# next columns) and the chi2, this is the seventh column. There are 1000
# lines corresponding to 1000 MCMC steps (including repetition, so this
# means in total the results correspond to a few hundred different
# models or so).
#       dt12           dt13              mu1           mu2              mu3           chi2
    4.2421353e+01  -1.3857087e+03   1.4285412e+02   2.2150726e+01   3.0992714e+00   8.4466468e+01
    4.2421353e+01  -1.3857087e+03   1.4285412e+02   2.2150726e+01   3.0992714e+00   8.4466468e+01
    4.2421353e+01  -1.3857087e+03   1.4285412e+02   2.2150726e+01   3.0992714e+00   8.4466468e+01
    4.2421353e+01  -1.3857087e+03   1.4285412e+02   2.2150726e+01   3.0992714e+00   8.4466468e+01
    4.2421353e+01  -1.3857087e+03   1.4285412e+02   2.2150726e+01   3.0992714e+00   8.4466468e+01
    4.2135138e+01  -1.3980918e+03   1.3408461e+02   2.2039639e+01   3.0863863e+00   8.5610380e+01
    4.2372196e+01  -1.3991797e+03   1.1202834e+02   2.3152883e+01   3.1005932e+00   8.6915244e+01
    4.1631363e+01  -1.4062676e+03   9.9372013e+01   2.3940292e+01   3.1135825e+00   8.9881366e+01
    3.9275355e+01  -1.4023203e+03   8.5169254e+01   2.4963692e+01   3.1198807e+00   8.7315709e+01
    4.0835639e+01  -1.4450756e+03   7.7206514e+01   2.5411342e+01   3.1056299e+00   8.4171389e+01
    4.0835639e+01  -1.4450756e+03   7.7206514e+01   2.5411342e+01   3.1056299e+00   8.4171389e+01
    3.9135126e+01  -1.4094791e+03   8.5269282e+01   2.4710669e+01   3.1014920e+00   8.1693872e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.7635178e+01  -1.4117465e+03   7.6156522e+01   2.5919903e+01   3.1312203e+00   7.9141627e+01
    3.5957089e+01  -1.4103622e+03   7.2467330e+01   2.6480510e+01   3.1652033e+00   8.0139915e+01
    3.9661852e+01  -1.4364202e+03   9.0535389e+01   2.4682870e+01   3.1657143e+00   8.5037466e+01
    3.8423476e+01  -1.4356014e+03   8.1233272e+01   2.5596182e+01   3.1753783e+00   9.1178566e+01
    3.8474996e+01  -1.3918233e+03   8.6352454e+01   2.5269087e+01   3.1604789e+00   8.0072851e+01
    3.7751532e+01  -1.4188928e+03   7.4692670e+01   2.6391283e+01   3.1789826e+00   8.5625709e+01
    4.0510514e+01  -1.4169715e+03   8.3206205e+01   2.5866590e+01   3.1876017e+00   8.6627829e+01
    3.4451669e+01  -1.3899481e+03   7.6946788e+01   2.6316569e+01   3.2051833e+00   8.5959110e+01
    3.7955375e+01  -1.3947958e+03   9.6380334e+01   2.4431605e+01   3.1736525e+00   8.8114722e+01
    3.7955375e+01  -1.3947958e+03   9.6380334e+01   2.4431605e+01   3.1736525e+00   8.8114722e+01
    3.9277373e+01  -1.3982761e+03   8.8849115e+01   2.4997413e+01   3.1688329e+00   8.6763872e+01
    3.9189979e+01  -1.3886844e+03   9.4776969e+01   2.4714332e+01   3.1757792e+00   8.5303804e+01
    3.9189979e+01  -1.3886844e+03   9.4776969e+01   2.4714332e+01   3.1757792e+00   8.5303804e+01
    3.9189979e+01  -1.3886844e+03   9.4776969e+01   2.4714332e+01   3.1757792e+00   8.5303804e+01
    3.9724714e+01  -1.3589350e+03   9.7799662e+01   2.4994218e+01   3.1763573e+00   8.9662931e+01
    3.9724714e+01  -1.3589350e+03   9.7799662e+01   2.4994218e+01   3.1763573e+00   8.9662931e+01
    3.9801045e+01  -1.3938791e+03   7.7320433e+01   2.7110449e+01   3.2094620e+00   8.7959518e+01
    3.9801045e+01  -1.3938791e+03   7.7320433e+01   2.7110449e+01   3.2094620e+00   8.7959518e+01
    3.7349994e+01  -1.3495776e+03   9.3209899e+01   2.5730139e+01   3.2120898e+00   8.9925437e+01
    4.1712013e+01  -1.3995640e+03   8.0377665e+01   2.6928920e+01   3.2097550e+00   8.6484121e+01
    4.1712013e+01  -1.3995640e+03   8.0377665e+01   2.6928920e+01   3.2097550e+00   8.6484121e+01
    4.1712013e+01  -1.3995640e+03   8.0377665e+01   2.6928920e+01   3.2097550e+00   8.6484121e+01
    4.0063219e+01  -1.4055637e+03   7.3044493e+01   2.7740376e+01   3.2241449e+00   8.8018917e+01
    4.6327757e+01  -1.3749262e+03   1.0258431e+02   2.5826019e+01   3.2227393e+00   9.3617761e+01
    4.1411256e+01  -1.3634796e+03   9.1636614e+01   2.6693247e+01   3.2479506e+00   8.3521831e+01
    4.1411256e+01  -1.3634796e+03   9.1636614e+01   2.6693247e+01   3.2479506e+00   8.3521831e+01
    4.5457411e+01  -1.3589972e+03   1.0331603e+02   2.6467381e+01   3.2569877e+00   8.4780709e+01
    4.5457411e+01  -1.3589972e+03   1.0331603e+02   2.6467381e+01   3.2569877e+00   8.4780709e+01
    4.5457411e+01  -1.3589972e+03   1.0331603e+02   2.6467381e+01   3.2569877e+00   8.4780709e+01
    4.5457411e+01  -1.3589972e+03   1.0331603e+02   2.6467381e+01   3.2569877e+00   8.4780709e+01
    4.5457411e+01  -1.3589972e+03   1.0331603e+02   2.6467381e+01   3.2569877e+00   8.4780709e+01
    4.5457411e+01  -1.3589972e+03   1.0331603e+02   2.6467381e+01   3.2569877e+00   8.4780709e+01
    4.5046786e+01  -1.3643470e+03   1.1404729e+02   2.5839252e+01   3.2875145e+00   8.6328917e+01
    4.3879625e+01  -1.3930584e+03   1.0057416e+02   2.6463416e+01   3.3024183e+00   8.6524359e+01
    4.2050772e+01  -1.3566488e+03   9.6196965e+01   2.7372113e+01   3.3042537e+00   8.5259734e+01
    4.3193783e+01  -1.3658457e+03   8.1802719e+01   2.9315007e+01   3.3070079e+00   8.5397693e+01
    4.3193783e+01  -1.3658457e+03   8.1802719e+01   2.9315007e+01   3.3070079e+00   8.5397693e+01
    4.2430637e+01  -1.3951358e+03   6.4614415e+01   3.2473934e+01   3.3241380e+00   8.2021525e+01
    4.2430637e+01  -1.3951358e+03   6.4614415e+01   3.2473934e+01   3.3241380e+00   8.2021525e+01
    4.4253330e+01  -1.3843848e+03   7.3685329e+01   3.1231006e+01   3.3262695e+00   8.1935300e+01
    4.0593218e+01  -1.3477526e+03   7.6167081e+01   3.0118332e+01   3.2995887e+00   8.2297443e+01
    4.0593218e+01  -1.3477526e+03   7.6167081e+01   3.0118332e+01   3.2995887e+00   8.2297443e+01
    4.0593218e+01  -1.3477526e+03   7.6167081e+01   3.0118332e+01   3.2995887e+00   8.2297443e+01
    3.9598580e+01  -1.4266914e+03   6.0822852e+01   3.3549421e+01   3.3386957e+00   8.6382568e+01
    3.8768977e+01  -1.4111066e+03   6.1352104e+01   3.3419594e+01   3.3373330e+00   8.3192262e+01
    3.8768977e+01  -1.4111066e+03   6.1352104e+01   3.3419594e+01   3.3373330e+00   8.3192262e+01
    3.6608876e+01  -1.4076010e+03   5.7788713e+01   3.4721449e+01   3.3570960e+00   8.9452160e+01
    4.0463882e+01  -1.4024100e+03   6.5362798e+01   3.2827915e+01   3.3541611e+00   8.8003588e+01
    3.5779360e+01  -1.4050293e+03   6.0481884e+01   3.3951593e+01   3.3855749e+00   8.2743895e+01
    3.5779360e+01  -1.4050293e+03   6.0481884e+01   3.3951593e+01   3.3855749e+00   8.2743895e+01
    3.5779360e+01  -1.4050293e+03   6.0481884e+01   3.3951593e+01   3.3855749e+00   8.2743895e+01
    3.5779360e+01  -1.4050293e+03   6.0481884e+01   3.3951593e+01   3.3855749e+00   8.2743895e+01
    3.5779360e+01  -1.4050293e+03   6.0481884e+01   3.3951593e+01   3.3855749e+00   8.2743895e+01
    3.5779360e+01  -1.4050293e+03   6.0481884e+01   3.3951593e+01   3.3855749e+00   8.2743895e+01
    3.7385611e+01  -1.4149552e+03   6.1347293e+01   3.3562368e+01   3.3837896e+00   8.5416854e+01
    3.7852873e+01  -1.4402980e+03   5.7126366e+01   3.5059369e+01   3.3978646e+00   8.6468793e+01
    3.3092541e+01  -1.4359186e+03   5.1077480e+01   3.7315299e+01   3.4167724e+00   8.6520527e+01
    3.3092541e+01  -1.4359186e+03   5.1077480e+01   3.7315299e+01   3.4167724e+00   8.6520527e+01
    3.3092541e+01  -1.4359186e+03   5.1077480e+01   3.7315299e+01   3.4167724e+00   8.6520527e+01
    3.3092541e+01  -1.4359186e+03   5.1077480e+01   3.7315299e+01   3.4167724e+00   8.6520527e+01
    3.3092541e+01  -1.4359186e+03   5.1077480e+01   3.7315299e+01   3.4167724e+00   8.6520527e+01
    3.4237942e+01  -1.4617232e+03   5.3962382e+01   3.5691593e+01   3.4123279e+00   8.4157976e+01
    3.1265930e+01  -1.4522663e+03   5.4081241e+01   3.5333116e+01   3.4294954e+00   7.8036037e+01
    3.1265930e+01  -1.4522663e+03   5.4081241e+01   3.5333116e+01   3.4294954e+00   7.8036037e+01
    2.9961732e+01  -1.4468978e+03   5.1422908e+01   3.6883689e+01   3.4360994e+00   8.5181173e+01
    2.9961732e+01  -1.4468978e+03   5.1422908e+01   3.6883689e+01   3.4360994e+00   8.5181173e+01
    3.1682124e+01  -1.4314340e+03   5.0759733e+01   3.7185658e+01   3.4194241e+00   8.2830119e+01
    3.1682124e+01  -1.4314340e+03   5.0759733e+01   3.7185658e+01   3.4194241e+00   8.2830119e+01
    3.1682124e+01  -1.4314340e+03   5.0759733e+01   3.7185658e+01   3.4194241e+00   8.2830119e+01
    3.1454394e+01  -1.4466923e+03   4.7474135e+01   3.9932722e+01   3.4404812e+00   8.7589711e+01
    3.1454394e+01  -1.4466923e+03   4.7474135e+01   3.9932722e+01   3.4404812e+00   8.7589711e+01
    2.9891171e+01  -1.4502672e+03   4.7829115e+01   3.8856628e+01   3.4464993e+00   9.7610913e+01
    3.1898246e+01  -1.4564907e+03   4.5435436e+01   4.0782862e+01   3.4429056e+00   9.2418282e+01
    3.1898246e+01  -1.4564907e+03   4.5435436e+01   4.0782862e+01   3.4429056e+00   9.2418282e+01
    3.3542345e+01  -1.4642043e+03   4.5345302e+01   4.1240743e+01   3.4434297e+00   9.3401241e+01
    3.3542345e+01  -1.4642043e+03   4.5345302e+01   4.1240743e+01   3.4434297e+00   9.3401241e+01
    3.3542345e+01  -1.4642043e+03   4.5345302e+01   4.1240743e+01   3.4434297e+00   9.3401241e+01
    3.3542345e+01  -1.4642043e+03   4.5345302e+01   4.1240743e+01   3.4434297e+00   9.3401241e+01
    3.3542345e+01  -1.4642043e+03   4.5345302e+01   4.1240743e+01   3.4434297e+00   9.3401241e+01
    3.2343799e+01  -1.4636355e+03   4.2821210e+01   4.4132658e+01   3.4524600e+00   9.6194915e+01
    2.8451330e+01  -1.4288553e+03   4.1570274e+01   4.5293901e+01   3.4466156e+00   9.4319053e+01
    2.8451330e+01  -1.4288553e+03   4.1570274e+01   4.5293901e+01   3.4466156e+00   9.4319053e+01
    2.8451330e+01  -1.4288553e+03   4.1570274e+01   4.5293901e+01   3.4466156e+00   9.4319053e+01
    2.8451330e+01  -1.4288553e+03   4.1570274e+01   4.5293901e+01   3.4466156e+00   9.4319053e+01
    2.8451330e+01  -1.4288553e+03   4.1570274e+01   4.5293901e+01   3.4466156e+00   9.4319053e+01
    2.8451330e+01  -1.4288553e+03   4.1570274e+01   4.5293901e+01   3.4466156e+00   9.4319053e+01
    2.8451330e+01  -1.4288553e+03   4.1570274e+01   4.5293901e+01   3.4466156e+00   9.4319053e+01
    3.0464047e+01  -1.4496579e+03   4.3781487e+01   4.2557346e+01   3.4466881e+00   9.8946434e+01
    3.0464047e+01  -1.4496579e+03   4.3781487e+01   4.2557346e+01   3.4466881e+00   9.8946434e+01
    3.1018464e+01  -1.4538988e+03   4.4128514e+01   4.1890464e+01   3.4494770e+00   1.0241266e+02
    3.3034988e+01  -1.4543102e+03   4.5268257e+01   4.1133051e+01   3.4218924e+00   1.0811306e+02
    3.3021440e+01  -1.4718479e+03   4.4363360e+01   4.2023290e+01   3.4409575e+00   1.0498215e+02
    3.1902480e+01  -1.4377318e+03   4.7646141e+01   3.9778300e+01   3.4366973e+00   9.7635822e+01
    3.3039982e+01  -1.4273039e+03   4.6415828e+01   4.1348731e+01   3.4345469e+00   1.0307946e+02
    3.3039982e+01  -1.4273039e+03   4.6415828e+01   4.1348731e+01   3.4345469e+00   1.0307946e+02
    3.3039982e+01  -1.4273039e+03   4.6415828e+01   4.1348731e+01   3.4345469e+00   1.0307946e+02
    3.3039982e+01  -1.4273039e+03   4.6415828e+01   4.1348731e+01   3.4345469e+00   1.0307946e+02
    3.3039982e+01  -1.4273039e+03   4.6415828e+01   4.1348731e+01   3.4345469e+00   1.0307946e+02
    3.0392778e+01  -1.4471707e+03   3.9493469e+01   4.9442680e+01   3.4604355e+00   1.0255062e+02
    3.0392778e+01  -1.4471707e+03   3.9493469e+01   4.9442680e+01   3.4604355e+00   1.0255062e+02
    2.9585137e+01  -1.4334926e+03   4.1508750e+01   4.6686609e+01   3.4657883e+00   1.0228620e+02
    3.3422496e+01  -1.4107180e+03   5.2242222e+01   3.8572741e+01   3.4675151e+00   9.6359700e+01
    3.3422496e+01  -1.4107180e+03   5.2242222e+01   3.8572741e+01   3.4675151e+00   9.6359700e+01
    3.4862140e+01  -1.4266154e+03   6.0364904e+01   3.4033369e+01   3.4459712e+00   8.8702965e+01
    3.4862140e+01  -1.4266154e+03   6.0364904e+01   3.4033369e+01   3.4459712e+00   8.8702965e+01
    3.4862140e+01  -1.4266154e+03   6.0364904e+01   3.4033369e+01   3.4459712e+00   8.8702965e+01
    3.4862140e+01  -1.4266154e+03   6.0364904e+01   3.4033369e+01   3.4459712e+00   8.8702965e+01
    3.2854605e+01  -1.4368130e+03   5.3776014e+01   3.7041645e+01   3.4872298e+00   9.0117046e+01
    3.3732546e+01  -1.4108469e+03   5.7731299e+01   3.6461901e+01   3.5012823e+00   9.6409518e+01
    3.1888290e+01  -1.4052609e+03   5.7704561e+01   3.6148013e+01   3.5027104e+00   9.5359495e+01
    3.6054128e+01  -1.4213662e+03   6.4038990e+01   3.4145825e+01   3.4756382e+00   8.6909495e+01
    3.5736501e+01  -1.4358580e+03   6.5944654e+01   3.3109800e+01   3.4635624e+00   8.7244813e+01
    3.5550894e+01  -1.3914665e+03   7.9215879e+01   3.0477696e+01   3.4457617e+00   8.7890539e+01
    3.2014362e+01  -1.4175859e+03   5.7676215e+01   3.5809159e+01   3.4889546e+00   8.9547965e+01
    3.2014362e+01  -1.4175859e+03   5.7676215e+01   3.5809159e+01   3.4889546e+00   8.9547965e+01
    3.2014362e+01  -1.4175859e+03   5.7676215e+01   3.5809159e+01   3.4889546e+00   8.9547965e+01
    3.2014362e+01  -1.4175859e+03   5.7676215e+01   3.5809159e+01   3.4889546e+00   8.9547965e+01
    3.3330536e+01  -1.4215049e+03   5.4729623e+01   3.6830756e+01   3.4743591e+00   8.9697421e+01
    3.2767529e+01  -1.3837467e+03   5.7484053e+01   3.6614433e+01   3.5002051e+00   9.0688044e+01
    3.5116776e+01  -1.3796269e+03   6.5253016e+01   3.4573215e+01   3.5168314e+00   8.7007217e+01
    3.7943733e+01  -1.3785950e+03   6.7944005e+01   3.4683758e+01   3.5281716e+00   9.6852137e+01
    3.7212508e+01  -1.3851482e+03   6.7725748e+01   3.5376126e+01   3.5658606e+00   9.8375437e+01
    3.5479170e+01  -1.3582006e+03   8.0585898e+01   3.2533528e+01   3.5721403e+00   9.7064824e+01
    3.6918085e+01  -1.3706685e+03   9.6869697e+01   3.0209441e+01   3.5711605e+00   8.5924620e+01
    3.6032624e+01  -1.3549070e+03   8.4398061e+01   3.2234669e+01   3.6016493e+00   8.4217375e+01
    3.6032624e+01  -1.3549070e+03   8.4398061e+01   3.2234669e+01   3.6016493e+00   8.4217375e+01
    3.6032624e+01  -1.3549070e+03   8.4398061e+01   3.2234669e+01   3.6016493e+00   8.4217375e+01
    3.6032624e+01  -1.3549070e+03   8.4398061e+01   3.2234669e+01   3.6016493e+00   8.4217375e+01
    3.6032624e+01  -1.3549070e+03   8.4398061e+01   3.2234669e+01   3.6016493e+00   8.4217375e+01
    3.6032624e+01  -1.3549070e+03   8.4398061e+01   3.2234669e+01   3.6016493e+00   8.4217375e+01
    3.6032624e+01  -1.3549070e+03   8.4398061e+01   3.2234669e+01   3.6016493e+00   8.4217375e+01
    4.0008172e+01  -1.3459204e+03   1.0489121e+02   3.0187956e+01   3.5790012e+00   8.6045334e+01
    4.0008172e+01  -1.3459204e+03   1.0489121e+02   3.0187956e+01   3.5790012e+00   8.6045334e+01
    4.0008172e+01  -1.3459204e+03   1.0489121e+02   3.0187956e+01   3.5790012e+00   8.6045334e+01
    3.9890011e+01  -1.3763306e+03   9.4215946e+01   3.1240066e+01   3.6038133e+00   8.4861185e+01
    3.9890011e+01  -1.3763306e+03   9.4215946e+01   3.1240066e+01   3.6038133e+00   8.4861185e+01
    3.9890011e+01  -1.3763306e+03   9.4215946e+01   3.1240066e+01   3.6038133e+00   8.4861185e+01
    3.9890011e+01  -1.3763306e+03   9.4215946e+01   3.1240066e+01   3.6038133e+00   8.4861185e+01
    3.5484977e+01  -1.3191906e+03   8.3920198e+01   3.3087779e+01   3.6219910e+00   8.8417466e+01
    3.5484977e+01  -1.3191906e+03   8.3920198e+01   3.3087779e+01   3.6219910e+00   8.8417466e+01
    3.7309412e+01  -1.3245419e+03   1.0081531e+02   3.1061676e+01   3.6295026e+00   8.6666151e+01
    3.7309412e+01  -1.3245419e+03   1.0081531e+02   3.1061676e+01   3.6295026e+00   8.6666151e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.9920927e+01  -1.3498969e+03   8.7763857e+01   3.2894556e+01   3.6174952e+00   8.3916548e+01
    3.8784322e+01  -1.3403144e+03   9.3804991e+01   3.1970606e+01   3.6296897e+00   8.9883282e+01
    3.8784322e+01  -1.3403144e+03   9.3804991e+01   3.1970606e+01   3.6296897e+00   8.9883282e+01
    3.6204949e+01  -1.3181182e+03   8.8221346e+01   3.2323954e+01   3.6208694e+00   8.6054915e+01
    3.6204949e+01  -1.3181182e+03   8.8221346e+01   3.2323954e+01   3.6208694e+00   8.6054915e+01
    3.9799978e+01  -1.3345332e+03   9.4660596e+01   3.2194814e+01   3.6227618e+00   9.2995028e+01
    3.9799978e+01  -1.3345332e+03   9.4660596e+01   3.2194814e+01   3.6227618e+00   9.2995028e+01
    3.9799978e+01  -1.3345332e+03   9.4660596e+01   3.2194814e+01   3.6227618e+00   9.2995028e+01
    4.0046190e+01  -1.3421632e+03   8.7987773e+01   3.3283391e+01   3.6391376e+00   9.1770641e+01
    4.0649965e+01  -1.3302050e+03   7.9583617e+01   3.5146243e+01   3.6315321e+00   9.1264790e+01
    4.0564677e+01  -1.3376858e+03   7.4565905e+01   3.7117246e+01   3.6619135e+00   9.2835992e+01
    4.0564677e+01  -1.3376858e+03   7.4565905e+01   3.7117246e+01   3.6619135e+00   9.2835992e+01
    4.1089625e+01  -1.3180999e+03   7.6359806e+01   3.6817011e+01   3.6555451e+00   9.0864325e+01
    4.4042036e+01  -1.3250872e+03   8.4563563e+01   3.4630866e+01   3.6225839e+00   8.9643770e+01
    4.1038571e+01  -1.3158641e+03   8.2409369e+01   3.4472608e+01   3.6053082e+00   8.4039178e+01
    4.2233467e+01  -1.3014522e+03   9.4433733e+01   3.2857108e+01   3.6034073e+00   8.1090300e+01
    4.2233467e+01  -1.3014522e+03   9.4433733e+01   3.2857108e+01   3.6034073e+00   8.1090300e+01
    4.2233467e+01  -1.3014522e+03   9.4433733e+01   3.2857108e+01   3.6034073e+00   8.1090300e+01
    4.2233467e+01  -1.3014522e+03   9.4433733e+01   3.2857108e+01   3.6034073e+00   8.1090300e+01
    4.2233467e+01  -1.3014522e+03   9.4433733e+01   3.2857108e+01   3.6034073e+00   8.1090300e+01
    4.2233467e+01  -1.3014522e+03   9.4433733e+01   3.2857108e+01   3.6034073e+00   8.1090300e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.2868486e+01  -1.3248363e+03   9.2619470e+01   3.3158890e+01   3.6173906e+00   8.0779892e+01
    4.5219307e+01  -1.3173601e+03   1.1722054e+02   3.0757349e+01   3.5831882e+00   8.7311876e+01
    4.6576181e+01  -1.3535351e+03   1.0707923e+02   3.1164166e+01   3.5720729e+00   9.2985448e+01
    4.6576181e+01  -1.3535351e+03   1.0707923e+02   3.1164166e+01   3.5720729e+00   9.2985448e+01
    4.5950604e+01  -1.3599131e+03   9.9240956e+01   3.1679975e+01   3.5685153e+00   9.4422523e+01
    4.3455038e+01  -1.3199475e+03   1.0665805e+02   3.1653495e+01   3.6022337e+00   9.1939257e+01
    4.3609016e+01  -1.3155297e+03   1.0355189e+02   3.1913668e+01   3.6095263e+00   9.4071876e+01
    4.1867174e+01  -1.3111591e+03   1.0460929e+02   3.1651609e+01   3.6134084e+00   9.1266706e+01
    4.2821418e+01  -1.3190262e+03   1.0658768e+02   3.1015129e+01   3.5833240e+00   9.3640754e+01
    4.0157932e+01  -1.3001282e+03   1.0282996e+02   3.1197202e+01   3.5810805e+00   9.4347795e+01
    4.5382678e+01  -1.3581427e+03   9.3548031e+01   3.2649805e+01   3.5992035e+00   9.5968815e+01
    4.7783958e+01  -1.3359812e+03   1.0779801e+02   3.1576067e+01   3.5828266e+00   8.7764076e+01
    4.5440622e+01  -1.2988560e+03   9.9290682e+01   3.2627131e+01   3.5838109e+00   8.7074280e+01
    4.5440622e+01  -1.2988560e+03   9.9290682e+01   3.2627131e+01   3.5838109e+00   8.7074280e+01
    4.5440622e+01  -1.2988560e+03   9.9290682e+01   3.2627131e+01   3.5838109e+00   8.7074280e+01
    4.5440622e+01  -1.2988560e+03   9.9290682e+01   3.2627131e+01   3.5838109e+00   8.7074280e+01
    4.2941495e+01  -1.2641100e+03   1.0570133e+02   3.2068131e+01   3.5872362e+00   9.1713158e+01
    4.2941495e+01  -1.2641100e+03   1.0570133e+02   3.2068131e+01   3.5872362e+00   9.1713158e+01
    4.3435572e+01  -1.3022683e+03   9.2740859e+01   3.3267138e+01   3.6182933e+00   9.3696321e+01
    4.6484819e+01  -1.2832190e+03   1.0992851e+02   3.1608362e+01   3.5926830e+00   9.0609484e+01
    4.6484819e+01  -1.2832190e+03   1.0992851e+02   3.1608362e+01   3.5926830e+00   9.0609484e+01
    4.7264694e+01  -1.2829645e+03   1.2187610e+02   3.0630112e+01   3.5906167e+00   1.0406817e+02
    4.7264694e+01  -1.2829645e+03   1.2187610e+02   3.0630112e+01   3.5906167e+00   1.0406817e+02
    4.6847588e+01  -1.3119542e+03   1.0075329e+02   3.2388897e+01   3.6168041e+00   9.5554938e+01
    4.6847588e+01  -1.3119542e+03   1.0075329e+02   3.2388897e+01   3.6168041e+00   9.5554938e+01
    4.7074480e+01  -1.3068422e+03   1.0827007e+02   3.1148085e+01   3.5931665e+00   8.9731910e+01
    4.7074480e+01  -1.3068422e+03   1.0827007e+02   3.1148085e+01   3.5931665e+00   8.9731910e+01
    4.7074480e+01  -1.3068422e+03   1.0827007e+02   3.1148085e+01   3.5931665e+00   8.9731910e+01
    4.7074480e+01  -1.3068422e+03   1.0827007e+02   3.1148085e+01   3.5931665e+00   8.9731910e+01
    4.2979825e+01  -1.2637214e+03   1.0259173e+02   3.1830240e+01   3.6084600e+00   9.2433611e+01
    4.2979825e+01  -1.2637214e+03   1.0259173e+02   3.1830240e+01   3.6084600e+00   9.2433611e+01
    4.2979825e+01  -1.2637214e+03   1.0259173e+02   3.1830240e+01   3.6084600e+00   9.2433611e+01
    4.2979825e+01  -1.2637214e+03   1.0259173e+02   3.1830240e+01   3.6084600e+00   9.2433611e+01
    4.2979825e+01  -1.2637214e+03   1.0259173e+02   3.1830240e+01   3.6084600e+00   9.2433611e+01
    4.6298890e+01  -1.3169202e+03   9.8924767e+01   3.2233802e+01   3.6182475e+00   9.4865142e+01
    4.6298890e+01  -1.3169202e+03   9.8924767e+01   3.2233802e+01   3.6182475e+00   9.4865142e+01
    4.6298890e+01  -1.3169202e+03   9.8924767e+01   3.2233802e+01   3.6182475e+00   9.4865142e+01
    4.5354814e+01  -1.3144912e+03   8.7943222e+01   3.3254399e+01   3.6015555e+00   8.4539280e+01
    4.5354814e+01  -1.3144912e+03   8.7943222e+01   3.3254399e+01   3.6015555e+00   8.4539280e+01
    4.5354814e+01  -1.3144912e+03   8.7943222e+01   3.3254399e+01   3.6015555e+00   8.4539280e+01
