# event obsband deltatpk mpk fnupk trise t3 restband tpk kcor
se  f160w   6.30  23.55   1.3765  12.300  6.719  sdssi  6.300  -0.829 
se  f160w   6.40  23.50   1.4392  12.400  6.769  sdssi  6.400  -0.829 
se  f160w   6.50  23.46   1.5048  12.500  6.821  sdssi  6.500  -0.829 
se  f160w   6.60  23.41   1.5734  12.600  6.873  sdssi  6.600  -0.829 
se  f160w   6.70  23.36   1.6451  12.700  6.926  sdssi  6.700  -0.830 
se  f160w   6.80  23.31   1.7201  12.800  6.979  sdssi  6.800  -0.830 
se  f160w   6.90  23.26   1.7985  12.900  7.034  sdssi  6.900  -0.830 
se  f160w   7.00  23.21   1.8804  13.000  7.088  sdssi  7.000  -0.830 
se  f160w   7.10  23.17   1.9661  13.100  7.144  sdssi  7.100  -0.830 
se  f160w   7.20  23.12   2.0557  13.200  7.200  sdssi  7.200  -0.830 
