# event obsband deltatpk mpk fnupk trise t2 t3 restband kcor
   nw f435w     -6.0 33.31 0.0002   0.0 -4.827 -7.24            sdssu  0.000 
   nw f814w     -6.0 32.34 0.0004   0.0 -6.832 -10.248            sdssg  -0.702 
   nw f435w     -5.9 33.2 0.0002   0.1 -4.933 -7.4            sdssu  -0.016 
   nw f814w     -5.9 32.25 0.0005   0.1 -7.03 -10.545            sdssg  -0.703 
   nw f435w     -5.8 33.09 0.0002   0.2 -5.047 -7.571            sdssu  -0.024 
   nw f814w     -5.8 32.15 0.0005   0.2 -7.245 -10.868            sdssg  -0.703 
   nw f435w     -5.7 32.98 0.0002   0.3 -5.17 -7.755            sdssu  -0.040 
   nw f814w     -5.7 32.06 0.0005   0.3 -7.481 -11.221            sdssg  -0.704 
   nw f435w     -5.6 32.87 0.0003   0.4 -5.302 -7.954            sdssu  -0.048 
   nw f814w     -5.6 31.96 0.0006   0.4 -7.738 -11.608            sdssg  -0.704 
   nw f435w     -5.5 32.75 0.0003   0.5 -5.446 -8.169            sdssu  -0.073 
   nw f814w     -5.5 31.87 0.0006   0.5 -8.022 -12.033            sdssg  -0.706 
   nw f435w     -5.4 32.64 0.0003   0.6 -5.601 -8.401            sdssu  -0.089 
   nw f814w     -5.4 31.78 0.0007   0.6 -8.336 -12.504            sdssg  -0.706 
   nw f435w     -5.3 32.53 0.0004   0.7 -5.77 -8.655            sdssu  -0.097 
   nw f814w     -5.3 31.68 0.0008   0.7 -8.685 -13.028            sdssg  -0.707 
   nw f435w     -5.2 32.42 0.0004   0.8 -5.955 -8.932            sdssu  -0.113 
   nw f814w     -5.2 31.59 0.0008   0.8 -9.076 -13.614            sdssg  -0.707 
   nw f435w     -5.1 32.31 0.0004   0.9 -6.158 -9.236            sdssu  -0.121 
   nw f814w     -5.1 31.49 0.0009   0.9 -9.516 -14.274            sdssg  -0.708 
   nw f435w     -5.0 32.19 0.0005   1.0 -6.381 -9.571            sdssu  -0.145 
   nw f814w     -5.0 31.4 0.001   1.0 -10.016 -15.024            sdssg  -0.709 
   nw f435w     -4.9 32.08 0.0005   1.1 -6.628 -9.943            sdssu  -0.153 
   nw f814w     -4.9 31.3 0.0011   1.1 -10.588 -15.882            sdssg  -0.710 
   nw f435w     -4.8 31.97 0.0006   1.2 -6.904 -10.356            sdssu  -0.169 
   nw f814w     -4.8 31.21 0.0012   1.2 -11.249 -16.874            sdssg  -0.710 
   nw f435w     -4.7 31.86 0.0007   1.3 -7.213 -10.82            sdssu  -0.178 
   nw f814w     -4.7 31.11 0.0013   1.3 -12.023 -18.034            sdssg  -0.711 
   nw f435w     -4.6 31.75 0.0007   1.4 -7.562 -11.342            sdssu  -0.194 
   nw f814w     -4.6 31.02 0.0014   1.4 -12.939 -19.409            sdssg  -0.712 
   nw f435w     -4.5 31.63 0.0008   1.5 -7.958 -11.937            sdssu  -0.218 
   nw f814w     -4.5 30.93 0.0015   1.5 -14.043 -21.064            sdssg  -0.713 
   nw f435w     -4.4 31.52 0.0009   1.6 -8.413 -12.619            sdssu  -0.226 
   nw f814w     -4.4 30.83 0.0017   1.6 -15.397 -23.096            sdssg  -0.713 
   nw f435w     -4.3 31.41 0.001   1.7 -8.94 -13.41            sdssu  -0.242 
   nw f814w     -4.3 30.74 0.0018   1.7 -17.098 -25.647            sdssg  -0.714 
   nw f435w     -4.2 31.3 0.0011   1.8 -9.558 -14.338            sdssu  -0.250 
   nw f814w     -4.2 30.64 0.002   1.8 -19.299 -28.949            sdssg  -0.715 
   nw f435w     -4.1 31.19 0.0012   1.9 -10.294 -15.441            sdssu  -0.266 
   nw f814w     -4.1 30.55 0.0022   1.9 -22.259 -33.388            sdssg  -0.716 
   nw f435w     -4.0 31.07 0.0014   2.0 -11.183 -16.774            sdssu  -0.281 
   nw f814w     -4.0 30.45 0.0024   2.0 -26.45 -39.675            sdssg  -0.717 
   nw f435w     -3.9 30.96 0.0015   2.1 -12.279 -18.418            sdssu  -0.297 
   nw f814w     -3.9 30.36 0.0026   2.1 -32.844 -49.266            sdssg  -0.718 
   nw f435w     -3.8 30.85 0.0017   2.2 -13.665 -20.497            sdssu  -0.305 
   nw f814w     -3.8 30.26 0.0028   2.2 -43.795 -65.693            sdssg  -0.718 
   nw f435w     -3.7 30.74 0.0018   2.3 -15.472 -23.208            sdssu  -0.321 
   nw f814w     -3.7 30.17 0.0031   2.3 -66.879 -100.318            sdssg  -0.719 
   nw f435w     -3.6 30.62 0.002   2.4 -17.928 -26.892            sdssu  -0.345 
   nw f814w     -3.6 30.08 0.0034   2.4 -147.275 -220.912            sdssg  -0.721 
   nw f435w     -3.5 30.51 0.0023   2.5 -21.458 -32.187            sdssu  -0.353 
   nw f814w     -3.5 29.98 0.0037   2.5 5.5 5.5            sdssg  -0.721 
   nw f435w     -3.4 30.4 0.0025   2.6 -26.963 -40.445            sdssu  -0.368 
   nw f814w     -3.4 29.89 0.004   2.6 5.4 5.4            sdssg  -0.722 
   nw f435w     -3.3 30.29 0.0028   2.7 -36.748 -55.122            sdssu  -0.376 
   nw f814w     -3.3 29.79 0.0044   2.7 5.3 5.3            sdssg  -0.723 
   nw f435w     -3.2 30.18 0.0031   2.8 -58.971 -88.457            sdssu  -0.392 
   nw f814w     -3.2 29.7 0.0048   2.8 5.2 5.2            sdssg  -0.724 
   nw f435w     -3.1 30.06 0.0034   2.9 -158.717 -238.075            sdssu  -0.408 
   nw f814w     -3.1 29.6 0.0052   2.9 5.1 5.1            sdssg  -0.725 
   nw f435w     -3.0 29.95 0.0038   3.0 5.0 5.0            sdssu  -0.423 
   nw f814w     -3.0 29.51 0.0057   3.0 5.0 5.0            sdssg  -0.726 
   nw f435w     -2.9 29.84 0.0042   3.1 4.9 4.9            sdssu  -0.439 
   nw f814w     -2.9 29.42 0.0062   3.1 4.9 4.9            sdssg  -0.727 
   nw f435w     -2.8 29.73 0.0047   3.2 4.8 4.8            sdssu  -0.446 
   nw f814w     -2.8 29.32 0.0068   3.2 4.8 4.8            sdssg  -0.728 
   nw f435w     -2.7 29.62 0.0052   3.3 4.7 4.7            sdssu  -0.462 
   nw f814w     -2.7 29.23 0.0074   3.3 4.7 4.7            sdssg  -0.729 
   nw f435w     -2.6 29.5 0.0057   3.4 4.6 4.6            sdssu  -0.477 
   nw f814w     -2.6 29.13 0.0081   3.4 4.6 4.6            sdssg  -0.730 
   nw f435w     -2.5 29.39 0.0064   3.5 4.5 4.5            sdssu  -0.493 
   nw f814w     -2.5 29.04 0.0088   3.5 4.5 4.5            sdssg  -0.731 
   nw f435w     -2.4 29.28 0.007   3.6 4.4 4.4            sdssu  -0.501 
   nw f814w     -2.4 28.94 0.0096   3.6 4.4 4.4            sdssg  -0.732 
   nw f435w     -2.3 29.17 0.0078   3.7 4.3 4.3            sdssu  -0.516 
   nw f814w     -2.3 28.85 0.0105   3.7 4.3 4.3            sdssg  -0.733 
   nw f435w     -2.2 29.06 0.0087   3.8 4.2 4.2            sdssu  -0.524 
   nw f814w     -2.2 28.75 0.0114   3.8 4.2 4.2            sdssg  -0.733 
   nw f435w     -2.1 28.94 0.0096   3.9 4.1 4.1            sdssu  -0.547 
   nw f814w     -2.1 28.66 0.0125   3.9 4.1 4.1            sdssg  -0.735 
   nw f435w     -2.0 28.83 0.0107   4.0 4.0 4.0            sdssu  -0.562 
   nw f814w     -2.0 28.57 0.0136   4.0 4.0 4.0            sdssg  -0.737 
   nw f435w     -1.9 28.72 0.0118   4.1 3.9 3.9            sdssu  -0.569 
   nw f814w     -1.9 28.47 0.0148   4.1 3.9 3.9            sdssg  -0.737 
   nw f435w     -1.8 28.61 0.0131   4.2 3.8 3.8            sdssu  -0.585 
   nw f814w     -1.8 28.38 0.0162   4.2 3.8 3.8            sdssg  -0.739 
   nw f435w     -1.7 28.49 0.0145   4.3 3.7 3.7            sdssu  -0.600 
   nw f814w     -1.7 28.28 0.0177   4.3 3.7 3.7            sdssg  -0.740 
   nw f435w     -1.6 28.38 0.0161   4.4 3.6 3.6            sdssu  -0.615 
   nw f814w     -1.6 28.19 0.0193   4.4 3.6 3.6            sdssg  -0.741 
   nw f435w     -1.5 28.27 0.0179   4.5 3.5 3.5            sdssu  -0.622 
   nw f814w     -1.5 28.09 0.021   4.5 3.5 3.5            sdssg  -0.742 
   nw f435w     -1.4 28.16 0.0198   4.6 3.4 3.4            sdssu  -0.637 
   nw f814w     -1.4 28.0 0.0229   4.6 3.398 3.4            sdssg  -0.743 
   nw f435w     -1.3 28.05 0.0219   4.7 3.3 3.3            sdssu  -0.645 
   nw f814w     -1.3 27.9 0.025   4.7 3.15 3.3            sdssg  -0.744 
   nw f435w     -1.2 27.93 0.0243   4.8 3.099 3.2            sdssu  -0.667 
   nw f814w     -1.2 27.81 0.0273   4.8 2.923 3.2            sdssg  -0.746 
   nw f435w     -1.1 27.82 0.027   4.9 2.847 3.1            sdssu  -0.682 
   nw f814w     -1.1 27.72 0.0298   4.9 2.714 3.1            sdssg  -0.748 
   nw f435w     -1.0 27.71 0.0299   5.0 2.62 3.0            sdssu  -0.689 
   nw f814w     -1.0 27.62 0.0325   5.0 2.522 3.0            sdssg  -0.748 
   nw f435w     -0.9 27.6 0.0332   5.1 2.415 2.9            sdssu  -0.704 
   nw f814w     -0.9 27.53 0.0354   5.1 2.345 2.9            sdssg  -0.750 
   nw f435w     -0.8 27.49 0.0368   5.2 2.228 2.8            sdssu  -0.712 
   nw f814w     -0.8 27.43 0.0386   5.2 2.181 2.8            sdssg  -0.751 
   nw f435w     -0.7 27.37 0.0408   5.3 2.056 2.7            sdssu  -0.734 
   nw f814w     -0.7 27.34 0.0421   5.3 2.029 2.7            sdssg  -0.753 
   nw f435w     -0.6 27.26 0.0452   5.4 1.899 2.6            sdssu  -0.741 
   nw f814w     -0.6 27.24 0.046   5.4 1.887 2.6            sdssg  -0.754 
   nw f435w     -0.5 27.15 0.0501   5.5 1.754 2.5            sdssu  -0.756 
   nw f814w     -0.5 27.15 0.0501   5.5 1.754 2.5            sdssg  -0.756 
   nw f435w     -0.4 27.04 0.0556   5.6 1.62 2.4            sdssu  -0.763 
   nw f814w     -0.4 27.05 0.0547   5.6 1.63 2.4            sdssg  -0.756 
   nw f435w     -0.3 26.93 0.0616   5.7 1.496 2.244            sdssu  -0.777 
   nw f814w     -0.3 26.96 0.0597   5.7 1.513 2.27            sdssg  -0.758 
   nw f435w     -0.2 26.81 0.0683   5.8 1.381 2.071            sdssu  -0.799 
   nw f814w     -0.2 26.87 0.0651   5.8 1.404 2.106            sdssg  -0.760 
   nw f435w     -0.1 26.7 0.0758   5.9 1.273 1.91            sdssu  -0.806 
   nw f814w     -0.1 26.77 0.071   5.9 1.301 1.951            sdssg  -0.761 
   nw f435w      0.0 26.59 0.084   6.0 1.173 1.759            sdssu  -0.820 
   nw f814w      0.0 26.68 0.0775   6.0 1.204 1.806            sdssg  -0.763 
   nw f435w      0.1 26.48 0.0931   6.1 1.079 1.618            sdssu  -0.828 
   nw f814w      0.1 26.58 0.0845   6.1 1.112 1.668            sdssg  -0.764 
   nw f435w      0.2 26.37 0.1033   6.2 0.99 1.486            sdssu  -0.842 
   nw f814w      0.2 26.49 0.0922   6.2 1.025 1.538            sdssg  -0.766 
   nw f435w      0.3 26.25 0.1145   6.3 0.907 1.361            sdssu  -0.856 
   nw f814w      0.3 26.39 0.1005   6.3 0.943 1.414            sdssg  -0.768 
   nw f435w      0.4 26.14 0.1269   6.4 0.829 1.244            sdssu  -0.870 
   nw f814w      0.4 26.3 0.1097   6.4 0.865 1.297            sdssg  -0.769 
   nw f435w      0.5 26.03 0.1407   6.5 0.755 1.133            sdssu  -0.884 
   nw f814w      0.5 26.21 0.1196   6.5 0.791 1.186            sdssg  -0.771 
   nw f435w      0.6 25.92 0.156   6.6 0.686 1.029            sdssu  -0.891 
   nw f814w      0.6 26.11 0.1305   6.6 0.72 1.08            sdssg  -0.772 
   nw f435w      0.7 25.8 0.173   6.7 0.62 0.93            sdssu  -0.912 
   nw f814w      0.7 26.02 0.1424   6.7 0.653 0.979            sdssg  -0.775 
   nw f435w      0.8 25.69 0.1918   6.8 0.557 0.836            sdssu  -0.919 
   nw f814w      0.8 25.92 0.1553   6.8 0.589 0.883            sdssg  -0.776 
   nw f435w      0.9 25.58 0.2127   6.9 0.498 0.747            sdssu  -0.933 
   nw f814w      0.9 25.83 0.1694   6.9 0.527 0.791            sdssg  -0.778 
   nw f435w      1.0 25.47 0.2358   7.0 0.441 0.662            sdssu  -0.940 
   nw f814w      1.0 25.73 0.1848   7.0 0.469 0.703            sdssg  -0.779 
   nw f435w      1.1 25.36 0.2615   7.1 0.388 0.581            sdssu  -0.953 
   nw f814w      1.1 25.64 0.2016   7.1 0.413 0.619            sdssg  -0.781 
   nw f435w      1.2 25.24 0.2899   7.2 0.336 0.505            sdssu  -0.967 
   nw f814w      1.2 25.54 0.2199   7.2 0.359 0.539            sdssg  -0.783 
   nw f435w      1.3 25.13 0.3215   7.3 0.288 0.431            sdssu  -0.981 
   nw f814w      1.3 25.45 0.2399   7.3 0.308 0.462            sdssg  -0.785 
   nw f435w      1.4 25.02 0.3564   7.4 0.241 0.361            sdssu  -0.994 
   nw f814w      1.4 25.36 0.2617   7.4 0.258 0.388            sdssg  -0.787 
   nw f435w      1.5 24.91 0.3952   7.5 0.196 0.295            sdssu  -1.001 
   nw f814w      1.5 25.26 0.2855   7.5 0.211 0.317            sdssg  -0.788 
   nw f435w      1.6 24.8 0.4382   7.6 0.154 0.231            sdssu  -1.014 
   nw f814w      1.6 25.17 0.3114   7.6 0.166 0.248            sdssg  -0.791 
   nw f435w      1.7 24.68 0.4858   7.7 0.113 0.169            sdssu  -1.028 
   nw f814w      1.7 25.07 0.3397   7.7 0.122 0.183            sdssg  -0.793 
   nw f435w      1.8 24.57 0.5386   7.8 0.074 0.111            sdssu  -1.041 
   nw f814w      1.8 24.98 0.3705   7.8 0.08 0.119            sdssg  -0.795 
   nw f435w      1.9 24.46 0.5972   7.9 0.036 0.054            sdssu  -1.047 
   nw f814w      1.9 24.88 0.4042   7.9 0.039 0.059            sdssg  -0.796 
   se f125w     -6.0 28.67 0.0123   0.0 13.2 13.2            sdssr  -0.730 
   se f160w     -6.0 29.5 0.0057   0.0 13.2 13.2            sdssi  -0.691 
   se f125w     -5.9 28.66 0.0125   0.1 13.1 13.1            sdssr  -0.731 
   se f160w     -5.9 29.46 0.006   0.1 13.1 13.1            sdssi  -0.694 
   se f125w     -5.8 28.64 0.0127   0.2 13.0 13.0            sdssr  -0.731 
   se f160w     -5.8 29.41 0.0063   0.2 13.0 13.0            sdssi  -0.696 
   se f125w     -5.7 28.62 0.0129   0.3 12.9 12.9            sdssr  -0.732 
   se f160w     -5.7 29.36 0.0066   0.3 12.9 12.9            sdssi  -0.699 
   se f125w     -5.6 28.6 0.0132   0.4 12.8 12.8            sdssr  -0.733 
   se f160w     -5.6 29.31 0.0068   0.4 12.8 12.8            sdssi  -0.702 
   se f125w     -5.5 28.58 0.0134   0.5 12.7 12.7            sdssr  -0.734 
   se f160w     -5.5 29.26 0.0072   0.5 12.7 12.7            sdssi  -0.705 
   se f125w     -5.4 28.57 0.0136   0.6 12.6 12.6            sdssr  -0.735 
   se f160w     -5.4 29.21 0.0075   0.6 12.6 12.6            sdssi  -0.708 
   se f125w     -5.3 28.55 0.0138   0.7 12.5 12.5            sdssr  -0.735 
   se f160w     -5.3 29.17 0.0078   0.7 12.5 12.5            sdssi  -0.710 
