# event band deltatpk   mpk  fnupk  trise  t2   t3
se  f125w  -5.20  28.53   0.0140  0.800  12.400  12.400
se  f125w  -5.10  28.51   0.0143  0.900  12.300  12.300
se  f125w  -5.00  28.50   0.0145  1.000  12.200  12.200
se  f125w  -4.90  28.48   0.0148  1.100  12.100  12.100
se  f125w  -4.80  28.46   0.0150  1.200  12.000  12.000
se  f125w  -4.70  28.44   0.0152  1.300  11.900  11.900
se  f125w  -4.60  28.42   0.0155  1.400  11.800  11.800
se  f125w  -4.50  28.41   0.0157  1.500  11.700  11.700
se  f125w  -4.40  28.39   0.0160  1.600  11.600  11.600
se  f125w  -4.30  28.37   0.0163  1.700  11.500  11.500
se  f125w  -4.20  28.35   0.0165  1.800  11.400  11.400
se  f125w  -4.10  28.34   0.0168  1.900  11.300  11.300
se  f125w  -4.00  28.32   0.0171  2.000  11.200  11.200
se  f125w  -3.90  28.30   0.0174  2.100  11.100  11.100
se  f125w  -3.80  28.28   0.0177  2.200  11.000  11.000
se  f125w  -3.70  28.27   0.0179  2.300  10.900  10.900
se  f125w  -3.60  28.25   0.0182  2.400  10.800  10.800
se  f125w  -3.50  28.23   0.0185  2.500  10.700  10.700
se  f125w  -3.40  28.21   0.0188  2.600  10.600  10.600
se  f125w  -3.30  28.19   0.0192  2.700  10.500  10.500
se  f125w  -3.20  28.18   0.0195  2.800  10.400  10.400
se  f125w  -3.10  28.16   0.0198  2.900  10.300  10.300
se  f125w  -3.00  28.14   0.0201  3.000  10.200  10.200
se  f125w  -2.90  28.12   0.0205  3.100  10.100  10.100
se  f125w  -2.80  28.11   0.0208  3.200  10.000  10.000
se  f125w  -2.70  28.09   0.0211  3.300  9.900  9.900
se  f125w  -2.60  28.07   0.0215  3.400  9.800  9.800
se  f125w  -2.50  28.05   0.0218  3.500  9.700  9.700
se  f125w  -2.40  28.03   0.0222  3.600  9.600  9.600
se  f125w  -2.30  28.02   0.0226  3.700  9.500  9.500
se  f125w  -2.20  28.00   0.0229  3.800  9.396  9.400
se  f125w  -2.10  27.98   0.0233  3.900  9.214  9.300
se  f125w  -2.00  27.96   0.0237  4.000  9.036  9.200
se  f125w  -1.90  27.95   0.0241  4.100  8.860  9.100
se  f125w  -1.80  27.93   0.0245  4.200  8.688  9.000
se  f125w  -1.70  27.91   0.0249  4.300  8.518  8.900
se  f125w  -1.60  27.89   0.0253  4.400  8.352  8.800
se  f125w  -1.50  27.87   0.0257  4.500  8.188  8.700
se  f125w  -1.40  27.86   0.0261  4.600  8.027  8.600
se  f125w  -1.30  27.84   0.0266  4.700  7.869  8.500
se  f125w  -1.20  27.82   0.0270  4.800  7.713  8.400
se  f125w  -1.10  27.80   0.0274  4.900  7.559  8.300
se  f125w  -1.00  27.79   0.0279  5.000  7.408  8.200
se  f125w  -0.90  27.77   0.0284  5.100  7.260  8.100
se  f125w  -0.80  27.75   0.0288  5.200  7.114  8.000
se  f125w  -0.70  27.73   0.0293  5.300  6.970  7.900
se  f125w  -0.60  27.72   0.0298  5.400  6.828  7.800
se  f125w  -0.50  27.70   0.0303  5.500  6.689  7.700
se  f125w  -0.40  27.68   0.0308  5.600  6.552  7.600
se  f125w  -0.30  27.66   0.0313  5.700  6.416  7.500
se  f125w  -0.20  27.64   0.0318  5.800  6.283  7.400
se  f125w  -0.10  27.63   0.0323  5.900  6.152  7.300
se  f125w   0.00  27.61   0.0328  6.000  6.023  7.200
se  f125w   0.10  27.59   0.0334  6.100  5.895  7.100
se  f125w   0.20  27.57   0.0339  6.200  5.770  7.000
se  f125w   0.30  27.56   0.0345  6.300  5.646  6.900
se  f125w   0.40  27.54   0.0351  6.400  5.524  6.800
se  f125w   0.50  27.52   0.0356  6.500  5.404  6.700
se  f125w   0.60  27.50   0.0362  6.600  5.286  6.600
se  f125w   0.70  27.48   0.0368  6.700  5.169  6.500
se  f125w   0.80  27.47   0.0374  6.800  5.054  6.400
se  f125w   0.90  27.45   0.0380  6.900  4.940  6.300
se  f125w   1.00  27.43   0.0387  7.000  4.828  6.200
se  f125w   1.10  27.41   0.0393  7.100  4.718  6.100
se  f125w   1.20  27.40   0.0399  7.200  4.609  6.000
se  f125w   1.30  27.38   0.0406  7.300  4.501  5.900
se  f125w   1.40  27.36   0.0413  7.400  4.395  5.800
se  f125w   1.50  27.34   0.0420  7.500  4.291  5.700
se  f125w   1.60  27.33   0.0426  7.600  4.187  5.600
se  f125w   1.70  27.31   0.0433  7.700  4.086  5.500
se  f125w   1.80  27.29   0.0441  7.800  3.985  5.400
se  f125w   1.90  27.27   0.0448  7.900  3.886  5.300
se  f125w   2.00  27.25   0.0455  8.000  3.788  5.200
se  f125w   2.10  27.24   0.0463  8.100  3.691  5.100
se  f125w   2.20  27.22   0.0470  8.200  3.596  5.000
se  f125w   2.30  27.20   0.0478  8.300  3.502  4.900
se  f125w   2.40  27.18   0.0486  8.400  3.408  4.800
se  f125w   2.50  27.17   0.0494  8.500  3.317  4.700
se  f125w   2.60  27.15   0.0502  8.600  3.226  4.600
se  f125w   2.70  27.13   0.0510  8.700  3.136  4.500
se  f125w   2.80  27.11   0.0519  8.800  3.048  4.400
se  f125w   2.90  27.09   0.0527  8.900  2.960  4.300
se  f125w   3.00  27.08   0.0536  9.000  2.874  4.200
se  f125w   3.10  27.06   0.0545  9.100  2.789  4.100
se  f125w   3.20  27.04   0.0554  9.200  2.704  4.000
se  f125w   3.30  27.02   0.0563  9.300  2.621  3.900
se  f125w   3.40  27.01   0.0572  9.400  2.539  3.800
se  f125w   3.50  26.99   0.0582  9.500  2.457  3.686
se  f125w   3.60  26.97   0.0591  9.600  2.377  3.565
se  f125w   3.70  26.95   0.0601  9.700  2.297  3.446
se  f125w   3.80  26.94   0.0611  9.800  2.219  3.328
se  f125w   3.90  26.92   0.0621  9.900  2.141  3.212
se  f125w   4.00  26.90   0.0631  10.000  2.064  3.097
