# R. Kawamata 1/2016
# magnification_NW, time-delay_NW, 
# magnification_SE, time-delay_SE, magnification_11.3, and time-delay_11.3.
# The time delays are given in days with respect to 11.3
#  mu1        dt31            mu2           dt32          mu3          
-1.818950e+01  1.819422e+03  4.475530e+01  1.808994e+03  2.933500e+00  
-1.659020e+01  1.721548e+03  5.327700e+01  1.707916e+03  3.023000e+00  
-2.246990e+01  1.830885e+03  5.161860e+01  1.824386e+03  2.897000e+00  
-2.111150e+01  1.741530e+03  5.284110e+01  1.733658e+03  2.954400e+00  
-2.601860e+01  1.832992e+03  7.663080e+01  1.828106e+03  2.888600e+00  
-2.374840e+01  1.861500e+03  5.214270e+01  1.856184e+03  2.864500e+00  
-1.315385e+02  1.790955e+03  1.222224e+03  1.790698e+03  3.014600e+00  
-3.782560e+01  1.660480e+03  1.080149e+02  1.657874e+03  3.122000e+00  
-7.970090e+01  1.878970e+03  1.733051e+02  1.878453e+03  2.935700e+00  
-4.042060e+01  1.845933e+03  1.127062e+02  1.843827e+03  2.960000e+00  
-3.442050e+01  1.725795e+03  7.871530e+01  1.723125e+03  3.062100e+00  
-2.539040e+01  1.680890e+03  5.068440e+01  1.675985e+03  3.065400e+00  
-1.671788e+02  1.985577e+03  2.327185e+02  1.985493e+03  2.815300e+00  
-2.534370e+01  1.839061e+03  8.850050e+01  1.833665e+03  2.892900e+00  
-2.044410e+01  1.846215e+03  5.989690e+01  1.839361e+03  2.841200e+00  
-3.011850e+01  1.818148e+03  6.408480e+01  1.814731e+03  2.865600e+00  
-2.510620e+01  1.738984e+03  5.581970e+01  1.733716e+03  2.986100e+00  
-3.812040e+01  1.909887e+03  7.026710e+01  1.907838e+03  2.872800e+00  
-2.645060e+01  1.798737e+03  5.169690e+01  1.794151e+03  2.908000e+00  
-4.833700e+01  1.848830e+03  1.503473e+02  1.847101e+03  2.880900e+00  
-2.269490e+01  1.721959e+03  5.966590e+01  1.715238e+03  2.924200e+00  
-2.874030e+01  1.840414e+03  6.457980e+01  1.836492e+03  2.910100e+00  
-2.045070e+01  1.727806e+03  4.054520e+01  1.719921e+03  3.006000e+00  
-2.525080e+01  1.657180e+03  6.203220e+01  1.651400e+03  3.078700e+00  
-3.527050e+01  1.736392e+03  5.805160e+01  1.733847e+03  3.107100e+00  
-2.748980e+01  1.687374e+03  6.765290e+01  1.682542e+03  3.080700e+00  
-2.764870e+01  1.834589e+03  5.776170e+01  1.830382e+03  2.921000e+00  
-2.298230e+01  1.799029e+03  5.049670e+01  1.792861e+03  2.934300e+00  
-5.073360e+01  1.777945e+03  9.080280e+01  1.776704e+03  3.018100e+00  
-3.441660e+01  1.717397e+03  1.045991e+02  1.714182e+03  3.037000e+00  
-5.485790e+01  1.584606e+03  1.955752e+02  1.583356e+03  3.270800e+00  
-2.090450e+01  1.413101e+03  8.438100e+01  1.403875e+03  3.369400e+00  
-3.356370e+01  1.708667e+03  7.676030e+01  1.705716e+03  3.056900e+00  
-8.629510e+01  1.909269e+03  1.451324e+02  1.908887e+03  2.921900e+00  
-2.604660e+01  1.922271e+03  5.348430e+01  1.918101e+03  2.817300e+00  
-3.103430e+01  1.953171e+03  6.019820e+01  1.950258e+03  2.830400e+00  
-2.906380e+01  1.842147e+03  6.784500e+01  1.838371e+03  2.936400e+00  
-1.978170e+01  1.709826e+03  7.075890e+01  1.701204e+03  2.970900e+00  
-3.382030e+01  1.809822e+03  1.052289e+02  1.806896e+03  2.948700e+00  
-2.519460e+01  1.887003e+03  4.386970e+01  1.882824e+03  2.872200e+00  
-3.047580e+01  1.732315e+03  5.382750e+01  1.729075e+03  3.006600e+00  
-6.083020e+01  1.874493e+03  1.226051e+02  1.873640e+03  2.882400e+00  
-2.054060e+01  1.673143e+03  5.480960e+01  1.665107e+03  3.015100e+00  
-4.186290e+01  2.003816e+03  8.775360e+01  2.002016e+03  2.862200e+00  
-2.247170e+01  1.702240e+03  5.188330e+01  1.695438e+03  3.015200e+00  
-2.333040e+01  1.867817e+03  4.380870e+01  1.862420e+03  2.883400e+00  
-1.686120e+01  1.925102e+03  3.910610e+01  1.914883e+03  2.762300e+00  
-2.236710e+01  1.953610e+03  5.900990e+01  1.947314e+03  2.796400e+00  
-3.656970e+01  2.000659e+03  1.059004e+02  1.998175e+03  2.822900e+00  
-2.475720e+01  1.986375e+03  5.769510e+01  1.981408e+03  2.802000e+00  
-2.231480e+01  1.950865e+03  8.247030e+01  1.943823e+03  2.853700e+00  
-4.806798e+02  2.364476e+03  7.258455e+02  2.364466e+03  2.589700e+00  
-2.256330e+01  1.971881e+03  5.262260e+01  1.966268e+03  2.831300e+00  
-2.445700e+01  1.908390e+03  7.455370e+01  1.902641e+03  2.862000e+00  
-3.023010e+01  1.891861e+03  2.155033e+02  1.888311e+03  2.845300e+00  
-1.649267e+02  2.122205e+03  4.577590e+02  2.122084e+03  2.717400e+00  
-2.319200e+01  1.890341e+03  9.088150e+01  1.883719e+03  2.822200e+00  
-2.826930e+01  1.810669e+03  1.404462e+02  1.806168e+03  2.864700e+00  
-2.700440e+01  1.554012e+03  1.256731e+02  1.548977e+03  3.135400e+00  
-6.225980e+01  1.864679e+03  1.244383e+02  1.863986e+03  2.944700e+00  
-2.976940e+01  1.692999e+03  1.493453e+02  1.688686e+03  3.012300e+00  
-6.115819e+02  2.234782e+03  3.846555e+02  2.234766e+03  2.676000e+00  
-4.062130e+01  1.928312e+03  8.960820e+01  1.926304e+03  2.757100e+00  
-2.108970e+01  1.940242e+03  5.533410e+01  1.932249e+03  2.788200e+00  
-2.246130e+01  1.997299e+03  3.952900e+01  1.990944e+03  2.785300e+00  
-3.027850e+01  2.012355e+03  9.884100e+01  2.008044e+03  2.773600e+00  
-2.147650e+01  2.007895e+03  5.987650e+01  2.000129e+03  2.763200e+00  
-2.234200e+01  1.932532e+03  5.530560e+01  1.925031e+03  2.830300e+00  
-1.838590e+01  1.852397e+03  4.257520e+01  1.841685e+03  2.851900e+00  
-1.824580e+01  1.843652e+03  4.817900e+01  1.832157e+03  2.865400e+00  
-1.997550e+01  1.946691e+03  4.632030e+01  1.937652e+03  2.808700e+00  
-2.359880e+01  2.009519e+03  4.893340e+01  2.003186e+03  2.832400e+00  
-2.991510e+01  2.120012e+03  6.927180e+01  2.116453e+03  2.772100e+00  
-2.367860e+01  1.927861e+03  1.011283e+02  1.921781e+03  2.915200e+00  
-4.018820e+01  1.651710e+03  7.780270e+01  1.649868e+03  3.191700e+00  
-2.348912e+02  2.215101e+03  5.235519e+02  2.215036e+03  2.733300e+00  
-2.896820e+01  1.878120e+03  8.313630e+01  1.873731e+03  2.928300e+00  
-7.476090e+01  2.023313e+03  1.549176e+02  2.022742e+03  2.848700e+00  
-4.730970e+01  1.864677e+03  9.205060e+01  1.863289e+03  2.896600e+00  
-2.469522e+02  2.268668e+03  4.306275e+02  2.268550e+03  2.700300e+00  
-2.880880e+01  1.947216e+03  8.847780e+01  1.942695e+03  2.878600e+00  
-4.676220e+01  1.908408e+03  9.327800e+01  1.907234e+03  2.892200e+00  
-1.275479e+02  2.333109e+03  7.148450e+01  2.333046e+03  2.669600e+00  
-7.045360e+01  1.965766e+03  1.320045e+02  1.965259e+03  2.867700e+00  
-3.924450e+01  1.956130e+03  8.298830e+01  1.954376e+03  2.918300e+00  
-4.940440e+01  1.712978e+03  9.922020e+01  1.711871e+03  3.107700e+00  
-2.607360e+01  1.802639e+03  8.543330e+01  1.797261e+03  2.922800e+00  
-4.439260e+01  1.827277e+03  1.146020e+02  1.825859e+03  2.964800e+00  
-3.120580e+01  1.794385e+03  1.280483e+02  1.791130e+03  3.021400e+00  
-4.706920e+01  1.863799e+03  1.868629e+02  1.862243e+03  2.988000e+00  
-4.168700e+01  1.555489e+03  9.185230e+01  1.553694e+03  3.294000e+00  
-2.205470e+01  1.431459e+03  1.580361e+02  1.422757e+03  3.512700e+00  
-2.345740e+01  1.536865e+03  8.992070e+01  1.528876e+03  3.340300e+00  
-2.927530e+01  1.731878e+03  1.013664e+02  1.727090e+03  3.117400e+00  
-1.941540e+01  1.639781e+03  5.749390e+01  1.629242e+03  3.249700e+00  
-3.134420e+01  1.797317e+03  7.980430e+01  1.793336e+03  3.113800e+00  
-1.983640e+01  1.814219e+03  7.762830e+01  1.804700e+03  3.081600e+00  
-2.612510e+01  1.927247e+03  6.175340e+01  1.922259e+03  3.051800e+00  
-2.114020e+01  1.827104e+03  1.017049e+02  1.819169e+03  3.159800e+00  
-2.320620e+01  1.678127e+03  7.885720e+01  1.670912e+03  3.122400e+00  
-2.893760e+01  1.795297e+03  9.443270e+01  1.790549e+03  3.078500e+00  
-5.403290e+01  1.944906e+03  2.469917e+02  1.943705e+03  3.012700e+00  
-1.101806e+02  1.856433e+03  2.853384e+02  1.856168e+03  3.081300e+00  
-6.567883e+02  1.747065e+03  8.313249e+02  1.747059e+03  3.256200e+00  
-1.453507e+02  1.750813e+03  2.213995e+02  1.750729e+03  3.221400e+00  
-1.366508e+02  1.535988e+03  1.834487e+02  1.535898e+03  3.520200e+00  
-5.271940e+01  1.688420e+03  1.254986e+02  1.686770e+03  3.198900e+00  
-3.171500e+01  1.639803e+03  1.394094e+02  1.635900e+03  3.220100e+00  
-2.103440e+01  1.564045e+03  1.412311e+02  1.555604e+03  3.295900e+00  
-3.687950e+01  1.921883e+03  1.106528e+02  1.919055e+03  2.975200e+00  
-2.982590e+01  1.842478e+03  1.006503e+02  1.838248e+03  3.013200e+00  
-3.295390e+01  1.902885e+03  7.775190e+01  1.899808e+03  2.937600e+00  
-5.655970e+01  1.630452e+03  9.892460e+01  1.629762e+03  3.258500e+00  
-2.741090e+01  1.688163e+03  1.439874e+02  1.683825e+03  3.134600e+00  
-2.611540e+01  1.644601e+03  1.311888e+02  1.639709e+03  3.146100e+00  
-5.211610e+01  2.092095e+03  1.462097e+02  2.090633e+03  2.690900e+00  
-2.650830e+01  1.976021e+03  7.715460e+01  1.971171e+03  2.743900e+00  
-4.779210e+01  2.140596e+03  1.040012e+02  2.139397e+03  2.745000e+00  
-1.969910e+01  1.796077e+03  6.130160e+01  1.787355e+03  2.934800e+00  
-9.917220e+01  1.852640e+03  1.494176e+02  1.852453e+03  2.916300e+00  
-4.685160e+01  1.943204e+03  2.356980e+02  1.941643e+03  2.764100e+00  
-8.061120e+01  1.876519e+03  2.306780e+01  1.875730e+03  2.928200e+00  
-2.909670e+01  2.021008e+03  7.511680e+01  2.017357e+03  2.704800e+00  
-5.064120e+01  2.114673e+03  8.785550e+01  2.113731e+03  2.679300e+00  
-1.362037e+03  1.978742e+03  1.655408e+03  1.978740e+03  2.794900e+00  
-4.554330e+02  1.825199e+03  5.380461e+02  1.825193e+03  2.954300e+00  
-5.860610e+01  1.786498e+03  1.576773e+02  1.785288e+03  2.873400e+00  
-2.115720e+01  1.773195e+03  8.992180e+01  1.765068e+03  2.913500e+00  
-3.506610e+01  2.022041e+03  1.012251e+02  2.019015e+03  2.815500e+00  
-1.055295e+02  1.998334e+03  2.560335e+02  1.997904e+03  2.815700e+00  
-2.371120e+01  1.662257e+03  5.675180e+01  1.656509e+03  3.097200e+00  
-2.578120e+01  1.732012e+03  6.487030e+01  1.727086e+03  3.050000e+00  
-1.940280e+01  1.595056e+03  7.367560e+01  1.585160e+03  3.145600e+00  
-1.930610e+01  1.554715e+03  7.055790e+01  1.544482e+03  3.225700e+00  
-2.669530e+01  1.462344e+03  1.408722e+02  1.456825e+03  3.431000e+00  
-5.761710e+01  1.643552e+03  1.794314e+02  1.642516e+03  3.260300e+00  
-1.542329e+02  1.854447e+03  2.060698e+02  1.854156e+03  2.969500e+00  
-7.354600e+01  1.642973e+03  2.023804e+02  1.642023e+03  3.173900e+00  
-1.043150e+03  1.656079e+03  4.179049e+02  1.656049e+03  3.148100e+00  
-7.251520e+01  1.624513e+03  3.081096e+02  1.623702e+03  3.149500e+00  
-4.129630e+01  1.613079e+03  1.049619e+02  1.610447e+03  3.154000e+00  
-1.821930e+01  1.532393e+03  4.022310e+01  1.521270e+03  3.267000e+00  
-1.573640e+01  1.436924e+03  3.986740e+01  1.421305e+03  3.343900e+00  
-2.978570e+01  1.726558e+03  6.452040e+01  1.722477e+03  3.163000e+00  
-3.408110e+01  1.670492e+03  9.637270e+01  1.667092e+03  3.219400e+00  
-3.041230e+01  1.815301e+03  8.258780e+01  1.811048e+03  3.127100e+00  
-2.444810e+01  1.712566e+03  1.400678e+02  1.706247e+03  3.195800e+00  
-2.537290e+01  1.829914e+03  1.195517e+02  1.824032e+03  3.096400e+00  
-2.307290e+01  1.803903e+03  7.582520e+01  1.797092e+03  3.081500e+00  
-6.256200e+01  1.965217e+03  1.894202e+02  1.964195e+03  2.968000e+00  
-3.342900e+01  1.766842e+03  1.004594e+02  1.763295e+03  3.126200e+00  
-2.523040e+01  1.694331e+03  8.321850e+01  1.688235e+03  3.192700e+00  
-3.497070e+01  2.048277e+03  1.045457e+02  2.045235e+03  2.889500e+00  
-1.857260e+01  1.737237e+03  5.140870e+01  1.727608e+03  3.113300e+00  
-3.945230e+01  2.124050e+03  1.078842e+02  2.121722e+03  2.841300e+00  
-2.160540e+01  1.858666e+03  5.472840e+01  1.851372e+03  3.055900e+00  
-2.562460e+01  2.013551e+03  7.194080e+01  2.008180e+03  2.938800e+00  
-2.276140e+01  1.855954e+03  9.711930e+01  1.848811e+03  3.049700e+00  
-2.252990e+01  1.798983e+03  1.013426e+02  1.791722e+03  3.079200e+00  
-2.127740e+01  1.712674e+03  7.110810e+01  1.703984e+03  3.102300e+00  
-2.112890e+01  1.583049e+03  9.643330e+01  1.574354e+03  3.289300e+00  
-1.670750e+01  1.595214e+03  5.749020e+01  1.582397e+03  3.143300e+00  
-7.653100e+01  2.018677e+03  2.803380e+02  2.018017e+03  2.817800e+00  
-2.056640e+01  1.732190e+03  8.656750e+01  1.723856e+03  3.000900e+00  
-2.047580e+01  1.519947e+03  7.288980e+01  1.511363e+03  3.265200e+00  
-5.973570e+01  1.893565e+03  1.744019e+02  1.892686e+03  2.993500e+00  
-3.305990e+01  1.975711e+03  1.069075e+02  1.972367e+03  2.893100e+00  
-2.131240e+01  1.560932e+03  5.813450e+01  1.553113e+03  3.225700e+00  
-3.728270e+01  1.693742e+03  1.017395e+02  1.691527e+03  3.192600e+00  
-2.921460e+01  1.378898e+03  6.298290e+01  1.375191e+03  3.583300e+00  
-2.789650e+01  1.499359e+03  9.286970e+01  1.494790e+03  3.413100e+00  
-3.825170e+01  1.424267e+03  7.948930e+01  1.422076e+03  3.544900e+00  
-2.419030e+01  1.551086e+03  6.813890e+01  1.544186e+03  3.247300e+00  
-2.485580e+01  1.609316e+03  7.180500e+01  1.602579e+03  3.178800e+00  
-2.496590e+01  1.549250e+03  5.549740e+01  1.543082e+03  3.307000e+00  
-2.654140e+01  1.616895e+03  6.506490e+01  1.611078e+03  3.209200e+00  
-4.468170e+01  1.582584e+03  1.201164e+02  1.580231e+03  3.237500e+00  
-2.523150e+01  1.752295e+03  7.569580e+01  1.746331e+03  3.055000e+00  
-3.555230e+01  1.709378e+03  8.712600e+01  1.706334e+03  3.100200e+00  
-1.862100e+01  1.633347e+03  4.493450e+01  1.622587e+03  3.210900e+00  
-3.014410e+01  1.681851e+03  8.792790e+01  1.677213e+03  3.187400e+00  
-3.510200e+01  1.719433e+03  9.754940e+01  1.716097e+03  3.126800e+00  
-1.801270e+01  1.234257e+03  5.026260e+01  1.220005e+03  3.769600e+00  
-1.598450e+01  1.314507e+03  7.723980e+01  1.296333e+03  3.565000e+00  
-1.950020e+01  1.688174e+03  4.028840e+01  1.679064e+03  3.153400e+00  
-2.059080e+01  1.938504e+03  4.708790e+01  1.930901e+03  2.988700e+00  
-3.551030e+01  2.057534e+03  7.616510e+01  2.055138e+03  2.893100e+00  
-3.082160e+01  2.030629e+03  7.407990e+01  2.027257e+03  2.860700e+00  
-1.454100e+01  1.464095e+03  3.280000e+01  1.447163e+03  3.411400e+00  
-2.442170e+01  1.904797e+03  4.637390e+01  1.899706e+03  3.023300e+00  
-2.420300e+01  1.777882e+03  4.342800e+01  1.772802e+03  3.109100e+00  
-1.652920e+01  1.750678e+03  5.951070e+01  1.738653e+03  3.128600e+00  
-1.942760e+01  1.747684e+03  4.829830e+01  1.739181e+03  3.171400e+00  
-1.614110e+01  1.776215e+03  3.528810e+01  1.764902e+03  3.068900e+00  
-1.819260e+01  1.929298e+03  3.914710e+01  1.920364e+03  2.986200e+00  
-3.893440e+01  2.053837e+03  7.901350e+01  2.051955e+03  2.862700e+00  
-2.334620e+01  1.828577e+03  9.512990e+01  1.822405e+03  3.005000e+00  
-3.518260e+01  1.877089e+03  6.753010e+01  1.874642e+03  3.020000e+00  
-2.965130e+01  1.948851e+03  7.679280e+01  1.945178e+03  2.925200e+00  
-5.062190e+01  2.168452e+03  7.912640e+01  2.167574e+03  2.816400e+00  
-9.361500e+01  2.165087e+03  1.862430e+02  2.164601e+03  2.840000e+00  
-4.355660e+01  1.720077e+03  1.137940e+02  1.717873e+03  3.124200e+00  
-2.930890e+01  1.624382e+03  1.341083e+02  1.619926e+03  3.225900e+00  
-2.650610e+01  1.631292e+03  4.997020e+01  1.627079e+03  3.175900e+00  
-2.855440e+01  1.843902e+03  9.174130e+01  1.839619e+03  2.993200e+00  
-3.680630e+01  1.955398e+03  8.596180e+01  1.952975e+03  2.873000e+00  
-2.030030e+01  1.574120e+03  8.144720e+01  1.565656e+03  3.249500e+00  
-5.929564e+02  2.159002e+03  6.392540e+02  2.158999e+03  2.775600e+00  
-4.602750e+01  1.924347e+03  9.953350e+01  1.922582e+03  2.985200e+00  
-2.652170e+01  1.838650e+03  4.881100e+01  1.834812e+03  3.067000e+00  
-1.595360e+01  1.564701e+03  6.486270e+01  1.550180e+03  3.413700e+00  
-1.654690e+01  1.808332e+03  3.025560e+01  1.794816e+03  3.098200e+00  
-2.011520e+01  1.746602e+03  3.965790e+01  1.738785e+03  3.199900e+00  
-3.212890e+01  1.983549e+03  5.111580e+01  1.981022e+03  3.037000e+00  
-2.080790e+01  1.577294e+03  3.777270e+01  1.569644e+03  3.331700e+00  
-9.836000e+00  1.317997e+03  1.936360e+01  1.284962e+03  3.428700e+00  
-1.397360e+01  1.576088e+03  2.754950e+01  1.560307e+03  3.245200e+00  
-1.456900e+01  1.543448e+03  2.643640e+01  1.529592e+03  3.282000e+00  
-2.007060e+01  1.830013e+03  4.909530e+01  1.821926e+03  3.061300e+00  
-1.703510e+01  1.749955e+03  5.255060e+01  1.736779e+03  3.112700e+00  
-1.365760e+01  1.603126e+03  3.257460e+01  1.586725e+03  3.234200e+00  
-1.589460e+01  1.587761e+03  4.919110e+01  1.574642e+03  3.287000e+00  
-5.401800e+01  1.965280e+03  1.170450e+02  1.963888e+03  2.983700e+00  
-2.939480e+01  1.860454e+03  8.574220e+01  1.856283e+03  3.039600e+00  
-2.751710e+01  1.814160e+03  8.762940e+01  1.809412e+03  3.067700e+00  
-1.962310e+01  1.742890e+03  4.925900e+01  1.734687e+03  3.098200e+00  
-2.029820e+01  1.805742e+03  5.606520e+01  1.797808e+03  3.050200e+00  
-5.655910e+01  1.921124e+03  1.126083e+02  1.920135e+03  2.954800e+00  
-3.173570e+01  1.926969e+03  6.199240e+01  1.923867e+03  2.997300e+00  
-1.624620e+01  1.679848e+03  3.452700e+01  1.667310e+03  3.162800e+00  
-2.500440e+01  1.935547e+03  4.417330e+01  1.930828e+03  3.025500e+00  
-2.453690e+01  1.988680e+03  5.110660e+01  1.983756e+03  2.913600e+00  
-1.115250e+01  1.450142e+03  2.499060e+01  1.421231e+03  3.354000e+00  
-1.260300e+01  1.465249e+03  2.430070e+01  1.443300e+03  3.350800e+00  
-1.787100e+01  1.801210e+03  3.116650e+01  1.791882e+03  3.061100e+00  
-1.637560e+01  1.625188e+03  2.738080e+01  1.613393e+03  3.189200e+00  
-1.313220e+01  1.728559e+03  2.763820e+01  1.711311e+03  3.003600e+00  
-1.540190e+01  1.697230e+03  2.878000e+01  1.684504e+03  3.085300e+00  
-2.296180e+01  1.760121e+03  4.544520e+01  1.754497e+03  3.107900e+00  
-1.485080e+01  1.652488e+03  4.519870e+01  1.637729e+03  3.188000e+00  
-1.433910e+01  1.680103e+03  3.966900e+01  1.664700e+03  3.144100e+00  
-1.888180e+01  1.817035e+03  3.698730e+01  1.809034e+03  3.052300e+00  
-2.479180e+01  1.959895e+03  6.345500e+01  1.954808e+03  2.965900e+00  
-2.058320e+01  1.705496e+03  6.923790e+01  1.697441e+03  3.125000e+00  
-5.084040e+01  2.094108e+03  9.763100e+01  2.092983e+03  2.859100e+00  
-2.477540e+01  2.092095e+03  5.411380e+01  2.087370e+03  2.830000e+00  
-1.712970e+01  2.076035e+03  3.413750e+01  2.067259e+03  2.795700e+00  
-1.964560e+01  2.055226e+03  4.372130e+01  2.048271e+03  2.823700e+00  
-1.586260e+01  1.833907e+03  4.407290e+01  1.821759e+03  2.932200e+00  
-1.386760e+01  1.973536e+03  3.560030e+01  1.959005e+03  2.779800e+00  
-2.184000e+01  2.039576e+03  4.130020e+01  2.034096e+03  2.815500e+00  
-2.418780e+01  2.007357e+03  6.274300e+01  2.002073e+03  2.857700e+00  
-3.553640e+01  1.949682e+03  8.223600e+01  1.946968e+03  2.914100e+00  
-9.221310e+01  1.555332e+03  1.975298e+02  1.554995e+03  3.408600e+00  
-7.305603e+02  1.885347e+03  4.457042e+02  1.885326e+03  3.047700e+00  
-4.034960e+01  1.791575e+03  9.010350e+01  1.786968e+03  3.090600e+00  
-4.174066e+02  1.976687e+03  7.527365e+02  1.976650e+03  2.967100e+00  
-2.608580e+01  1.568791e+03  1.193020e+02  1.563212e+03  3.294100e+00  
-3.104850e+01  1.825527e+03  7.035600e+01  1.819785e+03  3.034400e+00  
-2.173620e+01  1.962338e+03  3.683040e+01  1.956527e+03  2.945300e+00  
-1.963770e+01  1.580710e+03  5.657210e+01  1.571424e+03  3.254100e+00  
-1.491530e+01  1.607415e+03  6.014890e+01  1.591686e+03  3.129700e+00  
-1.900260e+01  1.680930e+03  7.330490e+01  1.671425e+03  3.103300e+00  
-2.972250e+01  1.675428e+03  7.398440e+01  1.671279e+03  3.167800e+00  
-2.006140e+01  1.704329e+03  9.869080e+01  1.695406e+03  3.208000e+00  
-1.809400e+01  1.688627e+03  7.326780e+01  1.677714e+03  3.185300e+00  
-1.604290e+01  1.679094e+03  5.198370e+01  1.665914e+03  3.149100e+00  
-1.637060e+01  1.692849e+03  5.830720e+01  1.679928e+03  3.143700e+00  
-2.598160e+01  1.760928e+03  6.308240e+01  1.755954e+03  3.132200e+00  
-1.534740e+01  1.816600e+03  4.099370e+01  1.802630e+03  2.985600e+00  
-1.678260e+01  1.838837e+03  1.242764e+02  1.826990e+03  2.972200e+00  
-1.674970e+01  1.840351e+03  8.956950e+01  1.828171e+03  2.946800e+00  
-1.524850e+01  1.635942e+03  8.464540e+01  1.620733e+03  3.136600e+00  
-2.625140e+01  1.743717e+03  8.924480e+01  1.739211e+03  3.096700e+00  
-4.331690e+01  1.798044e+03  9.341940e+01  1.796680e+03  3.041800e+00  
-7.490230e+01  1.940180e+03  1.337190e+02  1.939805e+03  2.892900e+00  
-6.356310e+01  1.975660e+03  1.419846e+02  1.975064e+03  2.867900e+00  
-8.396380e+01  1.915005e+03  1.288463e+02  1.914760e+03  2.915100e+00  
-7.825720e+01  2.031287e+03  1.371592e+02  2.030546e+03  2.806400e+00  
-2.553750e+01  1.970493e+03  6.053960e+01  1.965787e+03  2.865400e+00  
-2.029940e+01  1.630058e+03  4.145670e+01  1.621833e+03  3.117500e+00  
-2.548550e+01  1.474735e+03  8.948890e+01  1.467987e+03  3.368700e+00  
-1.750210e+01  1.517787e+03  5.491680e+01  1.505143e+03  3.287600e+00  
-2.684860e+01  1.571179e+03  7.874480e+01  1.565451e+03  3.269200e+00  
-2.483430e+01  1.623330e+03  7.327170e+01  1.617127e+03  3.201900e+00  
-2.737190e+01  1.634988e+03  6.424240e+01  1.630158e+03  3.170700e+00  
-2.088890e+01  1.487753e+03  4.807780e+01  1.479397e+03  3.323200e+00  
-1.529110e+01  1.578959e+03  4.237980e+01  1.563395e+03  3.147500e+00  
-1.524230e+01  1.534920e+03  4.075360e+01  1.519351e+03  3.155100e+00  
-2.038460e+01  1.734975e+03  4.409250e+01  1.727010e+03  3.037200e+00  
-2.284090e+01  1.806744e+03  4.352150e+01  1.800296e+03  3.041100e+00  
-3.078390e+01  1.797724e+03  5.395090e+01  1.794686e+03  2.997600e+00  
-1.743300e+01  1.794539e+03  3.228480e+01  1.784074e+03  2.953700e+00  
-1.453400e+01  1.615846e+03  4.737320e+01  1.597622e+03  3.159900e+00  
-1.984150e+01  1.938668e+03  5.980320e+01  1.930431e+03  2.938000e+00  
-1.868940e+01  1.755922e+03  4.391190e+01  1.746465e+03  3.157000e+00  
-1.873920e+01  1.673369e+03  3.679110e+01  1.664207e+03  3.165100e+00  
-1.963700e+01  1.788670e+03  3.588590e+01  1.780771e+03  3.058900e+00  
-1.735740e+01  1.802220e+03  3.384850e+01  1.792231e+03  3.090400e+00  
-1.714340e+01  1.806217e+03  2.819730e+01  1.796500e+03  3.037700e+00  
-1.341840e+01  1.633694e+03  2.442030e+01  1.616865e+03  3.106200e+00  
-1.861550e+01  1.808279e+03  3.539350e+01  1.799835e+03  3.073400e+00  
-1.845280e+01  1.582707e+03  3.322280e+01  1.571751e+03  3.292600e+00  
-1.463120e+01  1.485829e+03  2.667510e+01  1.470333e+03  3.403700e+00  
-2.279320e+01  1.714802e+03  4.310610e+01  1.709083e+03  3.124500e+00  
-4.155990e+01  1.900141e+03  6.487000e+01  1.898739e+03  2.995300e+00  
-4.870980e+01  1.819998e+03  7.160690e+01  1.818992e+03  3.099300e+00  
-3.107420e+01  1.766789e+03  5.131840e+01  1.764056e+03  3.111300e+00  
-1.824220e+01  1.622931e+03  3.132260e+01  1.614489e+03  3.206100e+00  
-1.709590e+01  1.656222e+03  2.868140e+01  1.646278e+03  3.180400e+00  
-1.702670e+01  1.762584e+03  2.706540e+01  1.753270e+03  3.082300e+00  
-2.381130e+01  1.847844e+03  3.471810e+01  1.843694e+03  3.022800e+00  
-1.972610e+01  1.770438e+03  3.973930e+01  1.763156e+03  3.085000e+00  
-3.514230e+01  2.004804e+03  8.310980e+01  2.002230e+03  2.926900e+00  
-2.487030e+01  1.861141e+03  7.252850e+01  1.855874e+03  2.996300e+00  
-2.476270e+01  1.637102e+03  1.047655e+02  1.631477e+03  3.218200e+00  
-2.245580e+01  1.809727e+03  7.683340e+01  1.803291e+03  3.049700e+00  
-2.910990e+01  2.043423e+03  8.248170e+01  2.039689e+03  2.849600e+00  
-1.460190e+01  1.656761e+03  4.145060e+01  1.640997e+03  3.171400e+00  
-1.712580e+01  1.733993e+03  4.454050e+01  1.723068e+03  3.084100e+00  
-2.834110e+01  2.065771e+03  4.838650e+01  2.062715e+03  2.854200e+00  
-2.773890e+01  1.917775e+03  4.376940e+01  1.914743e+03  2.912900e+00  
-2.032630e+01  1.814126e+03  4.323440e+01  1.806836e+03  2.991600e+00  
-4.166100e+01  2.059726e+03  7.253540e+01  2.058291e+03  2.780500e+00  
-1.648840e+01  1.772529e+03  3.021430e+01  1.759781e+03  2.964900e+00  
-1.939390e+01  1.742220e+03  6.165410e+01  1.733564e+03  3.061900e+00  
-2.963420e+01  2.042697e+03  4.923730e+01  2.039966e+03  2.842400e+00  
-2.663280e+01  1.880983e+03  5.512670e+01  1.876996e+03  2.989800e+00  
-1.985090e+01  1.774376e+03  6.022550e+01  1.766283e+03  3.061900e+00  
-2.335450e+01  1.810656e+03  7.304760e+01  1.804617e+03  3.026500e+00  
