# R. Kawamata 1/2016
# magnification_NW, time-delay_NW, 
# magnification_SE, time-delay_SE, magnification_11.3, and time-delay_11.3.
# The time delays are given in days with respect to 11.3
#  mu1        dt31            mu2           dt32          mu3          
-1.698690e+01  1.822047e+03  3.910190e+01  1.812222e+03  3.024800e+00  
-1.825540e+01  1.744418e+03  7.001240e+01  1.733809e+03  3.107800e+00  
-2.195260e+01  1.985660e+03  5.421600e+01  1.977576e+03  2.869100e+00  
-1.658840e+01  1.931409e+03  4.030460e+01  1.920490e+03  2.913800e+00  
-1.281320e+01  1.774933e+03  3.616170e+01  1.756569e+03  2.998300e+00  
-2.051490e+01  2.050110e+03  6.967540e+01  2.042565e+03  2.856600e+00  
-1.408160e+01  1.970809e+03  4.337220e+01  1.956297e+03  2.824500e+00  
-2.158320e+01  1.999150e+03  3.773820e+01  1.993829e+03  2.796300e+00  
-1.951500e+01  2.056338e+03  3.532170e+01  2.048339e+03  2.705600e+00  
-1.308820e+01  1.817542e+03  3.112910e+01  1.798251e+03  2.912200e+00  
-1.156860e+01  1.639233e+03  2.772650e+01  1.615074e+03  2.998900e+00  
-1.125570e+01  1.534631e+03  3.186480e+01  1.506222e+03  3.167100e+00  
-1.273710e+01  1.595769e+03  2.593560e+01  1.576227e+03  3.118200e+00  
-1.136380e+01  1.649865e+03  2.291410e+01  1.626967e+03  3.028400e+00  
-1.215620e+01  1.792055e+03  2.807290e+01  1.771932e+03  2.940800e+00  
-1.341140e+01  1.671298e+03  2.652130e+01  1.655048e+03  3.071900e+00  
-1.790340e+01  1.776230e+03  4.904580e+01  1.764649e+03  3.034000e+00  
-1.838540e+01  1.751209e+03  5.612930e+01  1.741309e+03  3.022000e+00  
-1.773300e+01  1.706384e+03  4.588210e+01  1.692986e+03  3.128800e+00  
-2.313650e+01  1.646443e+03  7.643050e+01  1.639504e+03  3.150800e+00  
-8.383240e+01  1.919724e+03  1.618382e+02  1.919315e+03  2.871900e+00  
-3.648090e+01  1.766507e+03  8.089810e+01  1.764011e+03  3.054100e+00  
-4.704070e+01  1.792676e+03  1.176169e+02  1.790884e+03  3.003400e+00  
-4.824100e+01  1.787970e+03  1.133959e+02  1.786208e+03  3.044300e+00  
-5.730740e+01  2.167437e+03  8.826950e+01  2.166773e+03  2.748000e+00  
-9.507150e+01  1.688102e+03  1.460770e+02  1.687863e+03  3.183000e+00  
-2.907640e+01  1.607339e+03  9.222290e+01  1.603675e+03  3.179900e+00  
-3.825550e+01  1.611743e+03  7.786320e+01  1.610020e+03  3.153100e+00  
-3.810890e+01  1.548596e+03  7.107450e+01  1.546774e+03  3.237200e+00  
-2.844790e+01  1.636357e+03  1.372203e+02  1.632184e+03  3.122100e+00  
-4.060730e+01  1.661350e+03  8.871480e+01  1.659737e+03  3.114600e+00  
-2.739130e+01  1.738555e+03  9.646270e+01  1.733732e+03  3.005700e+00  
-3.420640e+01  1.842212e+03  1.040698e+02  1.839015e+03  2.937900e+00  
-3.007850e+01  2.180607e+03  7.245570e+01  2.177336e+03  2.674200e+00  
-3.563670e+01  1.784229e+03  1.085859e+02  1.781211e+03  2.997300e+00  
-1.870930e+01  1.662428e+03  8.112410e+01  1.652479e+03  3.040100e+00  
-4.584000e+01  1.665466e+03  8.514440e+01  1.664303e+03  3.137500e+00  
-2.182840e+01  1.961348e+03  6.519120e+01  1.954709e+03  2.838900e+00  
-1.431740e+01  1.719254e+03  2.583230e+01  1.704755e+03  3.011200e+00  
-1.441740e+01  1.833399e+03  2.806600e+01  1.819084e+03  2.948800e+00  
-1.561110e+01  1.969424e+03  2.896980e+01  1.957479e+03  2.890300e+00  
-1.398300e+01  1.872425e+03  2.631250e+01  1.857653e+03  2.961900e+00  
-1.987930e+01  2.010433e+03  3.573150e+01  2.003439e+03  2.903200e+00  
-1.733080e+01  1.986843e+03  3.361210e+01  1.977785e+03  2.840300e+00  
-1.534240e+01  1.763454e+03  4.331640e+01  1.749739e+03  3.027800e+00  
-2.162760e+01  1.881227e+03  8.710680e+01  1.874770e+03  2.983100e+00  
-2.075930e+01  1.723477e+03  1.304153e+02  1.715148e+03  3.133600e+00  
-2.004470e+01  1.841143e+03  6.683400e+01  1.832647e+03  2.995500e+00  
-1.372160e+01  1.516730e+03  9.092220e+01  1.497620e+03  3.288700e+00  
-4.256010e+01  1.725146e+03  7.519280e+01  1.723817e+03  3.204400e+00  
-2.960420e+01  1.819939e+03  1.405795e+02  1.816515e+03  3.014400e+00  
-1.709412e+02  1.909740e+03  4.098465e+02  1.909623e+03  3.001500e+00  
-1.108142e+02  1.765139e+03  1.684053e+02  1.764975e+03  3.128800e+00  
-5.497790e+01  1.751090e+03  9.213830e+01  1.750373e+03  3.133700e+00  
-6.264540e+01  1.812433e+03  1.327891e+02  1.811813e+03  3.050700e+00  
-6.316660e+01  1.865966e+03  1.666597e+02  1.864950e+03  2.969500e+00  
-3.144950e+01  1.671791e+03  1.376004e+02  1.668667e+03  3.101500e+00  
-3.850080e+01  1.566175e+03  1.747780e+02  1.563609e+03  3.259100e+00  
-1.492048e+02  1.562408e+03  2.201071e+02  1.562310e+03  3.335500e+00  
-5.863120e+01  2.113783e+03  1.524311e+02  2.112874e+03  2.831500e+00  
-2.645360e+01  2.090453e+03  6.300380e+01  2.086481e+03  2.822400e+00  
-4.236100e+01  2.245389e+03  7.712230e+01  2.244021e+03  2.778400e+00  
-4.395910e+01  2.122349e+03  1.871584e+02  2.120663e+03  2.831900e+00  
-1.525390e+01  1.611961e+03  3.505070e+01  1.597650e+03  3.193700e+00  
-2.242830e+01  2.041037e+03  4.421140e+01  2.035563e+03  2.897200e+00  
-3.406260e+01  2.044982e+03  1.286239e+02  2.042288e+03  2.896800e+00  
-4.626910e+01  2.205810e+03  9.357520e+01  2.204540e+03  2.823900e+00  
-3.108440e+01  1.917146e+03  1.066284e+02  1.913619e+03  2.930200e+00  
-2.655420e+01  2.071768e+03  5.540920e+01  2.067870e+03  2.832500e+00  
-3.387274e+02  1.994222e+03  2.260195e+02  1.994122e+03  2.990300e+00  
-3.066730e+01  1.979079e+03  7.406190e+01  1.975837e+03  2.891300e+00  
-5.198740e+01  1.898762e+03  1.460487e+02  1.897355e+03  2.946500e+00  
-1.661540e+01  1.676654e+03  3.390100e+01  1.664141e+03  3.120600e+00  
-1.777360e+01  1.605405e+03  7.363040e+01  1.591916e+03  3.244300e+00  
-1.916020e+01  1.718098e+03  5.491110e+01  1.707178e+03  3.114300e+00  
-1.654920e+01  1.622334e+03  4.876940e+01  1.607463e+03  3.177400e+00  
-1.189500e+01  1.393647e+03  2.833020e+01  1.365803e+03  3.363200e+00  
-1.430280e+01  1.653536e+03  3.079460e+01  1.637377e+03  3.087900e+00  
-1.540460e+01  1.751853e+03  2.952520e+01  1.738407e+03  3.045500e+00  
-1.470380e+01  1.585644e+03  3.342050e+01  1.570363e+03  3.127900e+00  
-2.252500e+01  1.758880e+03  4.013260e+01  1.752869e+03  3.008100e+00  
-2.395130e+01  1.792986e+03  4.143990e+01  1.787796e+03  3.000100e+00  
-2.082050e+01  1.787959e+03  5.604130e+01  1.779846e+03  2.941100e+00  
-1.292080e+01  1.655322e+03  4.491150e+01  1.634550e+03  3.043600e+00  
-1.740260e+01  1.772836e+03  7.495500e+01  1.760895e+03  2.983700e+00  
-1.837870e+01  1.820435e+03  8.258480e+01  1.810006e+03  2.961200e+00  
-1.731830e+01  1.730630e+03  5.328520e+01  1.718960e+03  3.009800e+00  
-2.100070e+01  1.931126e+03  4.088700e+01  1.924831e+03  2.818900e+00  
-2.783950e+01  1.715404e+03  4.860160e+01  1.711721e+03  3.122400e+00  
-1.960930e+01  1.643247e+03  4.423180e+01  1.634716e+03  3.176000e+00  
-1.824980e+01  1.690025e+03  4.111540e+01  1.680253e+03  3.152700e+00  
-3.738040e+01  2.041977e+03  7.572060e+01  2.039773e+03  2.847700e+00  
-1.475820e+01  1.875934e+03  5.051500e+01  1.860392e+03  2.918600e+00  
-2.175000e+01  1.900565e+03  7.478380e+01  1.893270e+03  2.968200e+00  
-1.951630e+01  2.004311e+03  5.403440e+01  1.996483e+03  2.794000e+00  
-1.813760e+01  2.027915e+03  5.955710e+01  2.018624e+03  2.761200e+00  
-1.669390e+01  1.806241e+03  8.723660e+01  1.795818e+03  2.885900e+00  
-1.917240e+01  1.947794e+03  7.309990e+01  1.939559e+03  2.799100e+00  
-1.741180e+01  1.953615e+03  5.020560e+01  1.943565e+03  2.880000e+00  
-3.933220e+01  2.119426e+03  1.094682e+02  2.115076e+03  2.814800e+00  
-1.483200e+01  1.917824e+03  4.744360e+01  1.904806e+03  2.834400e+00  
-2.316260e+01  1.869398e+03  1.384455e+02  1.863617e+03  3.007700e+00  
-1.788490e+01  1.775798e+03  1.114812e+02  1.765522e+03  3.074300e+00  
-1.728890e+01  1.818424e+03  6.928510e+01  1.807458e+03  3.005500e+00  
-3.137600e+01  2.018126e+03  1.279320e+02  2.014656e+03  2.880300e+00  
-4.738940e+01  1.911556e+03  1.058402e+02  1.909864e+03  3.005300e+00  
-1.534760e+01  1.316031e+03  4.580540e+01  1.300624e+03  3.548500e+00  
-8.644240e+01  2.103100e+03  2.363519e+02  2.102546e+03  2.869200e+00  
-2.538800e+01  2.096040e+03  4.606180e+01  2.092396e+03  2.786900e+00  
-2.535270e+01  2.164572e+03  6.051280e+01  2.160428e+03  2.658300e+00  
-1.826630e+01  1.991328e+03  5.637230e+01  1.981970e+03  2.893100e+00  
-2.226960e+01  1.863263e+03  6.954180e+01  1.856084e+03  3.006800e+00  
-1.615260e+01  2.082819e+03  7.232650e+01  2.071205e+03  2.843800e+00  
-1.608570e+01  2.043404e+03  5.639730e+01  2.031498e+03  2.815700e+00  
-2.257780e+01  2.054920e+03  7.569670e+01  2.048949e+03  2.795500e+00  
-2.896450e+01  2.011169e+03  7.558810e+01  2.007382e+03  2.900500e+00  
-2.273730e+01  2.012585e+03  7.810660e+01  2.006587e+03  2.861500e+00  
-3.648750e+01  2.019890e+03  8.309140e+01  2.017683e+03  2.876300e+00  
-4.350690e+01  2.124397e+03  9.915140e+01  2.122857e+03  2.809700e+00  
-4.002810e+01  1.998401e+03  6.574650e+01  1.996940e+03  2.946500e+00  
-2.131820e+01  1.931298e+03  8.146100e+01  1.923995e+03  2.897300e+00  
-2.863570e+01  1.811826e+03  8.254810e+01  1.807258e+03  3.071800e+00  
-5.527670e+01  2.120572e+03  1.244099e+02  2.119343e+03  2.853700e+00  
-4.721370e+01  1.964219e+03  1.533597e+02  1.962572e+03  2.926000e+00  
-3.654910e+01  2.025479e+03  9.337560e+01  2.022845e+03  2.850900e+00  
-3.858060e+01  1.908939e+03  7.914650e+01  1.907386e+03  3.032000e+00  
-1.876310e+01  1.983868e+03  1.154179e+02  1.975257e+03  2.901500e+00  
-2.671320e+01  2.010299e+03  9.505440e+01  2.006491e+03  2.851700e+00  
-2.283980e+01  2.121403e+03  6.367100e+01  2.115809e+03  2.758100e+00  
-3.941930e+01  2.173114e+03  1.134439e+02  2.170993e+03  2.710800e+00  
-4.201790e+01  2.008326e+03  1.055569e+02  2.006332e+03  2.869400e+00  
-2.639150e+01  1.894255e+03  8.070750e+01  1.887226e+03  2.985500e+00  
-3.091580e+01  2.103409e+03  1.327571e+02  2.100487e+03  2.766400e+00  
-4.872570e+01  2.092899e+03  9.206200e+01  2.091806e+03  2.779600e+00  
-7.090450e+01  1.901675e+03  1.506921e+02  1.901171e+03  2.967700e+00  
-3.995840e+01  1.858314e+03  1.298305e+02  1.856473e+03  3.030700e+00  
-4.737735e+02  2.041662e+03  5.340832e+02  2.041659e+03  2.981600e+00  
-2.848610e+01  1.895190e+03  8.203360e+01  1.890832e+03  3.000000e+00  
-3.123590e+01  1.795625e+03  9.076250e+01  1.791983e+03  3.067700e+00  
-5.176540e+01  1.852022e+03  2.184899e+02  1.850812e+03  3.074500e+00  
-1.577134e+02  1.861933e+03  4.764284e+02  1.861789e+03  3.097200e+00  
-3.145180e+01  1.640549e+03  9.370730e+01  1.636522e+03  3.159400e+00  
-3.761420e+01  1.784511e+03  1.050254e+02  1.782059e+03  2.999800e+00  
-6.966210e+01  1.735667e+03  1.318094e+02  1.735196e+03  3.088700e+00  
-3.559250e+01  1.796520e+03  1.901453e+02  1.793704e+03  2.993700e+00  
-4.158370e+01  1.725949e+03  1.187785e+02  1.723630e+03  3.087200e+00  
-3.363130e+01  1.715450e+03  1.220408e+02  1.711883e+03  3.099100e+00  
-2.250781e+02  1.828109e+03  2.867030e+02  1.828082e+03  3.012100e+00  
-3.408320e+01  1.838892e+03  1.084095e+02  1.835985e+03  2.972700e+00  
-3.179080e+01  1.790654e+03  9.778710e+01  1.786994e+03  3.080100e+00  
-2.313650e+01  1.916529e+03  5.408440e+01  1.909317e+03  2.889900e+00  
-2.056020e+01  2.061329e+03  5.451710e+01  2.055022e+03  2.790200e+00  
-3.167780e+01  2.108552e+03  6.412790e+01  2.106006e+03  2.803000e+00  
-8.969950e+01  2.189225e+03  1.390508e+02  2.188980e+03  2.756600e+00  
-2.916090e+01  1.804835e+03  9.963720e+01  1.800857e+03  2.903800e+00  
-2.492490e+01  1.866963e+03  7.672300e+01  1.861339e+03  2.825500e+00  
-2.371150e+01  1.749136e+03  1.029489e+02  1.743641e+03  2.955600e+00  
-2.259130e+01  1.888901e+03  8.135090e+01  1.882263e+03  2.822300e+00  
-1.933110e+01  1.818399e+03  4.823710e+01  1.810164e+03  2.910300e+00  
-1.728660e+01  1.652000e+03  4.511870e+01  1.641129e+03  3.026400e+00  
-5.113530e+01  1.877532e+03  1.163819e+02  1.876004e+03  2.935900e+00  
-1.867850e+01  1.750852e+03  4.953220e+01  1.741314e+03  2.953800e+00  
-3.251420e+01  2.038885e+03  6.510090e+01  2.036177e+03  2.792900e+00  
-2.452870e+01  1.769609e+03  1.226791e+02  1.763854e+03  3.013300e+00  
-1.974150e+01  1.803638e+03  4.591850e+01  1.795805e+03  2.922000e+00  
-2.644800e+01  1.880205e+03  4.497360e+01  1.876555e+03  2.880700e+00  
-2.557830e+01  1.954275e+03  4.326900e+01  1.950497e+03  2.817700e+00  
-5.895290e+01  2.086739e+03  1.057579e+02  2.085961e+03  2.768800e+00  
-1.956460e+01  1.544312e+03  7.311930e+01  1.534721e+03  3.135700e+00  
-7.349250e+02  2.048812e+03  8.318569e+02  2.048808e+03  2.852500e+00  
-3.928780e+01  2.036004e+03  1.011410e+02  2.033919e+03  2.834900e+00  
-3.662400e+01  1.914519e+03  1.300481e+02  1.911813e+03  2.816400e+00  
-7.659580e+01  2.002135e+03  2.316619e+02  2.001398e+03  2.781800e+00  
-3.762260e+01  1.664550e+03  1.971308e+02  1.661786e+03  3.051600e+00  
-4.356330e+01  1.836976e+03  1.422133e+02  1.834866e+03  2.851000e+00  
-1.420820e+02  1.700832e+03  1.939478e+02  1.700744e+03  3.023400e+00  
-2.710910e+01  1.589452e+03  7.457910e+01  1.584615e+03  3.041700e+00  
-5.543560e+01  1.795791e+03  2.990450e+02  1.794507e+03  2.885800e+00  
-5.330590e+01  1.881792e+03  1.881482e+02  1.880381e+03  2.805000e+00  
-8.790840e+02  1.896421e+03  3.307758e+02  1.896385e+03  2.889300e+00  
-1.224991e+02  2.101685e+03  8.101049e+02  2.101407e+03  2.706300e+00  
-3.789750e+01  1.815996e+03  1.417039e+02  1.813800e+03  2.889900e+00  
-2.536085e+02  2.053359e+03  5.670777e+02  2.053318e+03  2.772100e+00  
-1.204066e+03  1.965439e+03  3.372042e+02  1.965404e+03  2.828700e+00  
-8.660390e+01  1.787891e+03  1.382482e+02  1.785733e+03  3.028400e+00  
-1.010869e+02  1.803712e+03  1.437543e+02  1.803486e+03  2.992400e+00  
-2.677738e+02  1.776460e+03  2.668506e+02  1.776390e+03  3.068500e+00  
-5.870520e+01  1.801045e+03  2.444984e+02  1.800069e+03  2.941400e+00  
-1.500609e+02  1.898806e+03  3.026842e+02  1.898669e+03  2.891700e+00  
-2.648450e+01  1.787915e+03  4.796410e+01  1.783824e+03  2.965900e+00  
-3.540320e+01  1.853413e+03  6.344340e+01  1.851134e+03  2.930900e+00  
-2.938350e+01  1.517244e+03  1.121009e+02  1.512598e+03  3.219000e+00  
-4.047490e+01  1.668376e+03  1.386044e+02  1.666060e+03  3.082800e+00  
-4.381800e+01  1.554231e+03  2.561259e+02  1.552187e+03  3.131600e+00  
-4.788650e+01  1.640727e+03  1.966096e+02  1.638947e+03  3.094300e+00  
-1.033670e+02  1.742579e+03  3.593889e+02  1.742112e+03  2.979700e+00  
-4.310150e+01  1.619393e+03  1.009547e+02  1.617492e+03  3.119700e+00  
-7.770940e+01  1.750275e+03  1.226718e+02  1.749767e+03  3.136800e+00  
-6.155450e+01  1.650141e+03  1.623695e+02  1.649256e+03  3.211000e+00  
-2.302639e+02  1.658062e+03  3.510828e+02  1.658017e+03  3.198800e+00  
-2.522685e+02  1.891338e+03  1.677940e+02  1.891324e+03  2.940800e+00  
-3.510900e+01  1.570175e+03  2.242991e+02  1.567038e+03  3.148100e+00  
-2.675600e+01  1.590861e+03  6.759980e+01  1.585862e+03  3.161800e+00  
-1.708313e+02  1.633247e+03  3.103767e+02  1.633141e+03  3.170700e+00  
-1.273192e+03  1.916192e+03  5.004391e+02  1.916166e+03  2.964600e+00  
-1.612598e+03  1.918892e+03  1.032077e+03  1.918871e+03  2.991800e+00  
-4.348324e+02  1.581801e+03  5.705152e+02  1.581783e+03  3.237300e+00  
-2.487780e+01  1.721281e+03  1.013859e+02  1.715249e+03  2.966500e+00  
-2.755710e+01  1.586583e+03  8.606160e+01  1.580909e+03  3.172400e+00  
-1.305265e+02  2.089884e+03  2.611438e+02  2.089707e+03  2.738200e+00  
-9.099830e+01  1.878082e+03  1.653719e+02  1.877750e+03  2.832300e+00  
-3.001510e+01  1.852125e+03  1.015127e+02  1.847836e+03  2.894700e+00  
-1.998416e+02  1.950512e+03  1.037610e+02  1.950478e+03  2.917900e+00  
-3.649110e+01  2.204367e+03  1.089264e+02  2.201887e+03  2.659200e+00  
-2.301470e+01  2.018483e+03  5.846300e+01  2.012698e+03  2.712900e+00  
-8.854570e+01  2.054604e+03  3.423870e+02  2.054117e+03  2.757100e+00  
-2.308300e+01  2.043027e+03  4.387250e+01  2.037505e+03  2.698100e+00  
-4.417910e+01  2.007031e+03  1.941436e+02  2.005098e+03  2.760500e+00  
-9.834920e+01  2.041014e+03  6.869546e+02  2.040618e+03  2.757200e+00  
