# Template from B. Schaefer 2010
# V2487 Oph			
# t   B    V
0	10.1	9.5	
3	11.1	10.5	
5	11.5	10.9	
8	13.0	12.4	
13	14.2	13.6	
14	14.3	13.7	
22	14.5 	13.8	
40	15.6 	15.0	
70	16.8 	16.2	
